Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Noviembre 2014;1.324 €/m2;+ 12,0 %;+ 12,2 %;- 4,5 %
Octubre 2014;1.182 €/m2;+ 0,7 %;- 2,6 %;- 18,5 %
Septiembre 2014;1.174 €/m2;- 0,5 %;- 4,6 %;- 19,6 %
Agosto 2014;1.180 €/m2;- 2,7 %;- 7,2 %;- 18,6 %
Julio 2014;1.213 €/m2;- 1,4 %;- 2,1 %;- 18,3 %
Junio 2014;1.230 €/m2;- 3,3 %;- 0,1 %;- 16,3 %
Mayo 2014;1.272 €/m2;+ 2,7 %;- 0,4 %;- 13,7 %
Abril 2014;1.239 €/m2;+ 0,6 %;- 4,0 %;- 13,1 %
Marzo 2014;1.231 €/m2;- 3,6 %;- 8,0 %;- 14,1 %
Febrero 2014;1.277 €/m2;- 1,0 %;- 7,8 %;- 12,5 %
Enero 2014;1.290 €/m2;- 3,7 %;- 11,1 %;- 13,7 %
Diciembre 2013;1.339 €/m2;- 3,4 %;- 8,3 %;- 11,4 %
Noviembre 2013;1.386 €/m2;- 4,5 %;- 4,4 %;- 11,5 %
Octubre 2013;1.451 €/m2;- 0,7 %;- 2,3 %;- 11,2 %
Septiembre 2013;1.460 €/m2;+ 0,8 %;- 0,6 %;- 9,7 %
Agosto 2013;1.449 €/m2;- 2,4 %;- 1,6 %;- 10,3 %
Julio 2013;1.485 €/m2;+ 1,1 %;+ 4,2 %;- 9,9 %
Junio 2013;1.470 €/m2;- 0,2 %;+ 2,5 %;- 17,7 %
Mayo 2013;1.473 €/m2;+ 3,4 %;+ 0,9 %;- 17,6 %
Abril 2013;1.425 €/m2;- 0,7 %;- 4,6 %;- 22,1 %
Marzo 2013;1.434 €/m2;- 1,7 %;- 5,1 %;- 25,7 %
Febrero 2013;1.460 €/m2;- 2,3 %;- 6,8 %;- 23,3 %
Enero 2013;1.494 €/m2;- 1,1 %;- 8,6 %;- 21,8 %
Diciembre 2012;1.511 €/m2;- 3,5 %;- 6,6 %;- 20,4 %
Noviembre 2012;1.566 €/m2;- 4,2 %;- 3,0 %;- 17,1 %
Octubre 2012;1.634 €/m2;+ 1,0 %;- 0,9 %;- 12,3 %
Septiembre 2012;1.618 €/m2;+ 0,1 %;- 9,4 %;- 13,2 %
Agosto 2012;1.615 €/m2;- 2,0 %;- 9,6 %;- 16,6 %
Julio 2012;1.649 €/m2;- 7,7 %;- 9,9 %;- 17,6 %
Junio 2012;1.786 €/m2;- 0,1 %;- 7,5 %;- 11,8 %
Mayo 2012;1.787 €/m2;- 2,3 %;- 6,1 %;- 12,7 %
Abril 2012;1.829 €/m2;- 5,3 %;- 4,2 %;- 11,1 %
Marzo 2012;1.931 €/m2;+ 1,4 %;+ 1,8 %;- 7,8 %
Febrero 2012;1.904 €/m2;- 0,3 %;+ 0,8 %;- 11,1 %
Enero 2012;1.910 €/m2;+ 0,7 %;+ 2,5 %;- 11,5 %
Diciembre 2011;1.897 €/m2;+ 0,4 %;+ 1,8 %;- 13,7 %
Noviembre 2011;1.889 €/m2;+ 1,4 %;- 2,5 %;- 15,1 %
Octubre 2011;1.864 €/m2;0,0 %;- 6,8 %;- 16,1 %
Septiembre 2011;1.863 €/m2;- 3,9 %;- 8,0 %;- 15,6 %
Agosto 2011;1.938 €/m2;- 3,1 %;- 5,3 %;- 12,4 %
Julio 2011;2.000 €/m2;- 1,3 %;- 2,8 %;- 10,3 %
Junio 2011;2.026 €/m2;- 1,0 %;- 3,3 %;- 9,6 %
Mayo 2011;2.046 €/m2;- 0,6 %;- 4,5 %;- 9,2 %
Abril 2011;2.058 €/m2;- 1,8 %;- 4,7 %;- 11,8 %
Marzo 2011;2.095 €/m2;- 2,2 %;- 4,7 %;- 6,6 %
Febrero 2011;2.142 €/m2;- 0,8 %;- 3,7 %;- 3,6 %
Enero 2011;2.159 €/m2;- 1,8 %;- 2,9 %;- 1,9 %
Diciembre 2010;2.198 €/m2;- 1,2 %;- 0,4 %;- 1,5 %
Noviembre 2010;2.225 €/m2;+ 0,1 %;+ 0,6 %;- 0,9 %
Octubre 2010;2.222 €/m2;+ 0,7 %;- 0,4 %;- 1,6 %
Septiembre 2010;2.207 €/m2;- 0,2 %;- 1,6 %;- 5,1 %
Agosto 2010;2.211 €/m2;- 0,9 %;- 1,9 %;- 10,5 %
Julio 2010;2.231 €/m2;- 0,5 %;- 4,4 %;- 10,7 %
Junio 2010;2.242 €/m2;- 0,5 %;- 0,1 %;- 7,4 %
Mayo 2010;2.254 €/m2;- 3,4 %;+ 1,4 %;- 6,7 %
Abril 2010;2.333 €/m2;+ 4,0 %;+ 6,0 %;- 1,4 %
Marzo 2010;2.244 €/m2;+ 1,0 %;+ 0,6 %;- 7,2 %
Febrero 2010;2.222 €/m2;+ 1,0 %;- 1,0 %;- 10,2 %
Enero 2010;2.201 €/m2;- 1,3 %;- 2,5 %;- 9,9 %
Diciembre 2009;2.230 €/m2;- 0,7 %;- 4,1 %;- 9,0 %
Noviembre 2009;2.246 €/m2;- 0,5 %;- 9,2 %;- 11,5 %
Octubre 2009;2.258 €/m2;- 2,9 %;- 9,6 %;- 8,5 %
Septiembre 2009;2.325 €/m2;- 6,0 %;- 4,0 %;- 6,6 %
Agosto 2009;2.472 €/m2;- 1,0 %;+ 2,4 %;- 4,1 %
Julio 2009;2.498 €/m2;+ 3,1 %;+ 5,5 %;- 4,1 %
Junio 2009;2.422 €/m2;+ 0,3 %;+ 0,1 %;- 9,8 %
Mayo 2009;2.415 €/m2;+ 2,0 %;- 2,4 %;- 12,0 %
Abril 2009;2.367 €/m2;- 2,1 %;- 3,1 %;- 15,6 %
Marzo 2009;2.419 €/m2;- 2,2 %;- 1,4 %;- 16,6 %
Febrero 2009;2.474 €/m2;+ 1,2 %;- 2,4 %;- 14,7 %
Enero 2009;2.444 €/m2;- 0,3 %;- 0,9 %;- 7,7 %
Diciembre 2008;2.452 €/m2;- 3,3 %;- 1,4 %;n.d.
Noviembre 2008;2.536 €/m2;+ 2,8 %;- 1,6 %;n.d.
Octubre 2008;2.467 €/m2;- 0,9 %;- 5,3 %;n.d.
Septiembre 2008;2.488 €/m2;- 3,5 %;- 7,4 %;n.d.
Agosto 2008;2.578 €/m2;- 1,0 %;- 6,1 %;n.d.
Julio 2008;2.604 €/m2;- 3,1 %;- 7,2 %;n.d.
Junio 2008;2.686 €/m2;- 2,1 %;- 7,3 %;n.d.
Mayo 2008;2.745 €/m2;- 2,2 %;- 5,3 %;n.d.
Abril 2008;2.806 €/m2;- 3,2 %;+ 6,0 %;n.d.
Marzo 2008;2.899 €/m2;0,0 %;n.d.;n.d.
Febrero 2008;2.900 €/m2;+ 9,5 %;n.d.;n.d.
Enero 2008;2.648 €/m2;n.d.;n.d.;n.d.
