Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera
2018;Anual;15;Ciudad Lineal;158;Atalaya;1575;18.03;59.43;22.54;29.01;33.6;26.3;140.1;10.1
2019;Anual;15;Ciudad Lineal;158;Atalaya;1568;16.71;60.4;22.9;28.7;33.3;26.1;139.8;10.2
2020;Anual;15;Ciudad Lineal;158;Atalaya;1555;16.21;60.64;23.15;27.2;31.5;24.9;133.1;10.29
2021;Anual;15;Ciudad Lineal;158;Atalaya;1580;15.7;62.53;21.77;27.3;29.4;26.2;130.0;
2022;Anual;15;Ciudad Lineal;158;Atalaya;1607;15.93;61.23;22.84;28.6;30.7;27.5;130.9;
2005;Anual;9;Moncloa - Aravaca;97;Aravaca;22825;22.39;68.76;8.87;23.73;17.3;28.4;114.4;12.61
2006;Anual;9;Moncloa - Aravaca;97;Aravaca;23154;22.29;68.63;9.07;23.33;17.0;28.0;114.3;13.39
2007;Anual;9;Moncloa - Aravaca;97;Aravaca;23498;22.88;67.72;9.4;24.18;17.3;29.4;113.8;12.58
2008;Anual;9;Moncloa - Aravaca;97;Aravaca;24448;23.04;67.58;9.38;24.86;18.5;29.7;113.4;13.05
2009;Anual;9;Moncloa - Aravaca;97;Aravaca;25161;23.17;67.19;9.64;24.86;19.6;28.8;112.8;13.6
2010;Anual;9;Moncloa - Aravaca;97;Aravaca;25629;22.97;67.08;9.95;24.6;19.9;28.2;112.7;14.02
2011;Anual;9;Moncloa - Aravaca;97;Aravaca;25754;22.82;66.74;10.44;25.65;21.3;29.0;113.1;13.7
2012;Anual;9;Moncloa - Aravaca;97;Aravaca;25531;22.55;66.51;10.95;24.58;20.7;27.7;112.6;12.48
2013;Anual;9;Moncloa - Aravaca;97;Aravaca;25589;22.36;66.15;11.49;24.56;20.4;27.9;112.4;11.52
2014;Anual;9;Moncloa - Aravaca;97;Aravaca;25494;22.11;65.56;12.33;25.17;21.5;28.2;111.5;10.44
2015;Anual;9;Moncloa - Aravaca;97;Aravaca;25388;21.97;65.11;12.92;25.91;22.1;29.0;111.1;9.44
2016;Anual;9;Moncloa - Aravaca;97;Aravaca;25566;21.48;65.02;13.5;26.6;22.6;29.8;112.1;9.25
2017;Anual;9;Moncloa - Aravaca;97;Aravaca;25699;21.14;64.84;14.02;26.57;21.9;30.3;111.8;9.21
2018;Anual;9;Moncloa - Aravaca;97;Aravaca;26148;20.81;64.77;14.43;26.14;21.6;29.8;111.9;9.31
2019;Anual;9;Moncloa - Aravaca;97;Aravaca;26823;20.24;64.8;14.96;26.7;21.6;30.6;112.6;9.83
2020;Anual;9;Moncloa - Aravaca;97;Aravaca;27503;19.73;64.94;15.33;27.0;22.0;31.0;113.2;10.28
2021;Anual;9;Moncloa - Aravaca;97;Aravaca;27568;19.12;65.25;15.63;26.5;22.2;29.9;113.8;10.62
2022;Anual;9;Moncloa - Aravaca;97;Aravaca;27323;18.08;65.75;16.17;26.4;22.2;29.7;113.8;10.46
2005;Anual;6;Tetuán;63;Castillejos;20894;10.3;67.9;21.79;28.43;25.2;30.4;122.1;17.18
2006;Anual;6;Tetuán;63;Castillejos;20893;10.09;67.95;21.95;29.66;26.0;31.9;121.9;18.41
2007;Anual;6;Tetuán;63;Castillejos;20519;9.96;67.86;22.17;31.58;28.7;33.3;122.3;18.11
2008;Anual;6;Tetuán;63;Castillejos;20619;10.15;67.7;22.14;33.33;29.8;35.5;121.2;18.72
2009;Anual;6;Tetuán;63;Castillejos;20787;10.04;67.78;22.17;35.2;31.5;37.5;121.8;19.45
2010;Anual;6;Tetuán;63;Castillejos;20705;9.98;67.57;22.44;35.64;32.3;37.8;122.3;19.36
2011;Anual;6;Tetuán;63;Castillejos;20502;9.97;67.16;22.86;36.17;33.1;38.1;122.7;18.73
2012;Anual;6;Tetuán;63;Castillejos;20343;9.94;66.83;23.23;37.14;34.0;39.2;122.0;16.67
2013;Anual;6;Tetuán;63;Castillejos;20397;10.13;66.52;23.35;37.65;34.3;39.8;121.0;16.05
2014;Anual;6;Tetuán;63;Castillejos;19963;10.02;65.9;24.08;38.34;34.3;40.9;121.7;15.02
2015;Anual;6;Tetuán;63;Castillejos;19639;10.06;65.28;24.67;38.17;34.4;40.5;122.6;14.13
2016;Anual;6;Tetuán;63;Castillejos;19799;10.07;65.54;24.4;37.72;34.6;39.7;121.8;13.95
2017;Anual;6;Tetuán;63;Castillejos;19982;9.98;65.77;24.25;38.02;34.8;40.1;121.3;14.23
2018;Anual;6;Tetuán;63;Castillejos;20363;9.92;66.12;23.96;37.84;34.0;40.2;121.1;14.69
2019;Anual;6;Tetuán;63;Castillejos;20513;9.78;66.43;23.79;37.0;33.0;39.5;122.9;15.08
2020;Anual;6;Tetuán;63;Castillejos;20835;9.54;66.84;23.61;36.2;32.5;38.4;121.9;15.92
2021;Anual;6;Tetuán;63;Castillejos;20541;9.53;66.78;23.69;35.5;31.5;37.9;122.9;15.89
2022;Anual;6;Tetuán;63;Castillejos;20282;9.94;66.08;23.97;35.1;31.1;37.5;123.0;15.9
2005;Anual;21;Barajas;211;Alameda de Osuna;19969;14.05;76.55;9.42;21.69;14.3;28.3;105.8;6.36
2006;Anual;21;Barajas;211;Alameda de Osuna;20440;14.5;75.18;10.32;20.71;13.5;27.5;105.6;7.48
2007;Anual;21;Barajas;211;Alameda de Osuna;20327;14.97;74.03;11.0;20.17;13.3;26.6;105.6;7.56
2008;Anual;21;Barajas;211;Alameda de Osuna;20441;15.24;72.86;11.9;18.91;12.3;25.1;106.3;8.4
2009;Anual;21;Barajas;211;Alameda de Osuna;20474;15.46;71.5;13.04;18.02;11.2;24.4;106.4;9.04
2010;Anual;21;Barajas;211;Alameda de Osuna;20540;16.07;69.6;14.33;16.81;10.4;22.8;107.3;9.33
2011;Anual;21;Barajas;211;Alameda de Osuna;20387;16.48;67.72;15.8;16.27;10.7;21.2;107.5;8.94
2012;Anual;21;Barajas;211;Alameda de Osuna;20137;16.68;66.02;17.31;15.98;11.2;20.2;107.8;7.85
2013;Anual;21;Barajas;211;Alameda de Osuna;19948;16.88;64.5;18.61;15.38;12.0;18.4;107.6;7.33
2014;Anual;21;Barajas;211;Alameda de Osuna;19623;17.09;62.5;20.41;15.48;12.7;17.9;107.6;6.32
2015;Anual;21;Barajas;211;Alameda de Osuna;19445;17.07;60.92;22.01;15.4;13.2;17.3;107.2;5.8
2016;Anual;21;Barajas;211;Alameda de Osuna;19325;17.15;59.81;23.04;15.81;13.7;17.6;107.7;5.61
2017;Anual;21;Barajas;211;Alameda de Osuna;19386;17.4;58.7;23.9;16.03;14.6;17.2;107.8;5.36
2018;Anual;21;Barajas;211;Alameda de Osuna;19446;16.99;58.05;24.96;17.51;17.4;17.6;107.8;5.37
2019;Anual;21;Barajas;211;Alameda de Osuna;19526;16.68;57.69;25.63;18.7;19.4;18.2;107.9;5.65
2020;Anual;21;Barajas;211;Alameda de Osuna;19820;16.66;57.53;25.81;19.6;21.0;18.6;107.9;6.26
2021;Anual;21;Barajas;211;Alameda de Osuna;19657;16.29;57.79;25.91;21.9;23.7;20.7;108.5;6.43
2022;Anual;21;Barajas;211;Alameda de Osuna;19662;15.82;57.91;26.26;23.4;25.1;22.2;108.9;6.63
2005;Anual;6;Tetuán;66;Berruguete;22781;12.57;67.86;19.58;29.18;23.9;32.1;119.0;23.99
2006;Anual;6;Tetuán;66;Berruguete;22992;12.47;68.05;19.47;29.91;24.6;32.9;119.7;25.45
2007;Anual;6;Tetuán;66;Berruguete;23115;12.47;68.56;18.97;30.99;26.1;33.7;118.8;24.75
2008;Anual;6;Tetuán;66;Berruguete;23522;12.51;69.16;18.33;31.73;26.9;34.4;118.1;25.75
2009;Anual;6;Tetuán;66;Berruguete;24224;12.83;69.4;17.77;33.64;29.5;35.9;117.6;26.62
2010;Anual;6;Tetuán;66;Berruguete;24699;12.95;69.68;17.37;34.4;30.4;36.6;118.5;26.84
2011;Anual;6;Tetuán;66;Berruguete;24500;13.13;69.64;17.23;35.96;31.7;38.4;119.5;26.45
2012;Anual;6;Tetuán;66;Berruguete;24450;13.21;69.7;17.09;36.86;32.5;39.2;121.9;25.1
2013;Anual;6;Tetuán;66;Berruguete;24357;13.3;69.61;17.09;38.18;34.5;40.2;122.5;23.97
2014;Anual;6;Tetuán;66;Berruguete;23783;13.3;69.32;17.38;38.86;34.6;41.2;123.3;21.97
2015;Anual;6;Tetuán;66;Berruguete;23637;13.53;68.86;17.61;39.52;35.4;41.8;123.1;20.29
2016;Anual;6;Tetuán;66;Berruguete;24198;13.43;69.43;17.14;39.83;36.2;41.9;123.1;21.27
2017;Anual;6;Tetuán;66;Berruguete;24314;13.46;69.53;17.01;39.89;35.9;42.1;124.5;21.8
2018;Anual;6;Tetuán;66;Berruguete;24608;12.97;70.24;16.8;39.51;35.5;41.7;124.6;22.8
2019;Anual;6;Tetuán;66;Berruguete;25007;12.59;70.77;16.64;39.4;35.9;41.3;124.0;24.05
2020;Anual;6;Tetuán;66;Berruguete;25843;12.34;71.27;16.39;37.9;34.2;39.9;122.9;24.81
2021;Anual;6;Tetuán;66;Berruguete;25663;12.2;71.48;16.32;37.4;32.7;40.0;123.7;25.14
2022;Anual;6;Tetuán;66;Berruguete;24951;11.91;71.47;16.62;36.1;30.7;39.1;122.7;24.53
2005;Anual;15;Ciudad Lineal;157;Colina;6270;14.5;69.15;16.39;23.32;18.3;26.8;118.9;9.85
2006;Anual;15;Ciudad Lineal;157;Colina;6313;14.76;68.32;16.92;23.41;19.8;25.9;119.7;10.99
2007;Anual;15;Ciudad Lineal;157;Colina;6156;14.6;68.1;17.3;23.76;18.0;27.6;121.2;11.24
2008;Anual;15;Ciudad Lineal;157;Colina;6224;14.89;67.43;17.67;24.36;19.9;27.2;121.3;12.44
2009;Anual;15;Ciudad Lineal;157;Colina;6272;14.52;66.57;18.91;23.95;20.0;26.5;120.6;12.96
2010;Anual;15;Ciudad Lineal;157;Colina;6253;14.63;65.71;19.65;24.41;20.2;27.1;121.4;12.49
2011;Anual;15;Ciudad Lineal;157;Colina;6280;14.98;64.84;20.18;25.1;20.5;28.1;122.4;12.48
2012;Anual;15;Ciudad Lineal;157;Colina;6266;15.67;63.72;20.6;24.86;21.0;27.4;122.9;10.58
2013;Anual;15;Ciudad Lineal;157;Colina;6235;15.62;63.34;21.04;26.22;23.4;28.1;120.8;9.85
2014;Anual;15;Ciudad Lineal;157;Colina;6078;15.2;62.36;22.44;28.52;25.2;30.7;119.9;9.02
2015;Anual;15;Ciudad Lineal;157;Colina;5997;15.29;61.75;22.96;29.99;27.4;31.7;119.2;8.99
2016;Anual;15;Ciudad Lineal;157;Colina;6100;15.59;61.66;22.75;29.9;26.9;31.8;122.3;9.46
2017;Anual;15;Ciudad Lineal;157;Colina;6122;15.45;61.6;22.95;30.68;27.0;33.1;122.9;9.59
2018;Anual;15;Ciudad Lineal;157;Colina;6288;15.39;61.85;22.76;30.33;26.9;32.6;121.8;9.57
2019;Anual;15;Ciudad Lineal;157;Colina;6387;15.56;61.91;22.53;30.6;27.3;32.7;123.0;10.11
2020;Anual;15;Ciudad Lineal;157;Colina;6519;15.37;62.03;22.6;30.2;27.8;31.8;121.9;10.65
2021;Anual;15;Ciudad Lineal;157;Colina;6367;14.97;62.04;22.99;30.9;27.3;33.2;122.9;11.01
2022;Anual;15;Ciudad Lineal;157;Colina;6338;14.58;61.61;23.81;31.5;28.8;33.3;121.2;10.93
2005;Anual;16;Hortaleza;162;Piovera;13724;23.39;70.21;6.4;16.27;10.8;21.6;103.5;16.51
2006;Anual;16;Hortaleza;162;Piovera;14053;23.4;69.93;6.66;15.81;10.5;20.9;105.5;18.27
2007;Anual;16;Hortaleza;162;Piovera;14113;23.18;69.65;7.18;16.68;14.0;19.3;105.1;18.51
2008;Anual;16;Hortaleza;162;Piovera;14628;23.16;69.15;7.69;18.76;15.6;21.7;106.4;19.37
2009;Anual;16;Hortaleza;162;Piovera;14972;22.7;69.13;8.18;20.59;16.9;24.0;107.6;20.86
2010;Anual;16;Hortaleza;162;Piovera;15230;22.22;68.91;8.87;21.39;18.5;24.0;108.4;21.46
2011;Anual;16;Hortaleza;162;Piovera;15448;22.01;68.77;9.22;22.54;21.0;23.9;108.1;22.09
2012;Anual;16;Hortaleza;162;Piovera;14697;21.3;68.8;9.9;23.44;21.4;25.2;110.0;17.2
2013;Anual;16;Hortaleza;162;Piovera;14527;20.6;68.68;10.72;23.57;22.5;24.5;109.3;16.47
2014;Anual;16;Hortaleza;162;Piovera;14317;19.75;68.9;11.35;24.06;22.3;25.6;109.7;15.51
2015;Anual;16;Hortaleza;162;Piovera;14223;19.4;68.64;11.96;25.04;22.7;27.1;109.8;14.55
2016;Anual;16;Hortaleza;162;Piovera;14413;18.97;68.69;12.34;25.24;21.9;28.2;110.1;14.34
2017;Anual;16;Hortaleza;162;Piovera;14474;18.65;68.27;13.08;25.3;22.1;28.1;108.9;14.03
2018;Anual;16;Hortaleza;162;Piovera;14723;18.54;68.15;13.32;24.53;21.1;27.6;109.1;13.84
2019;Anual;16;Hortaleza;162;Piovera;14911;18.4;67.75;13.86;24.3;20.6;27.6;108.4;14.67
2020;Anual;16;Hortaleza;162;Piovera;14939;17.93;67.71;14.36;24.1;20.4;27.3;109.8;15.13
2021;Anual;16;Hortaleza;162;Piovera;14835;17.65;67.47;14.88;24.0;21.0;26.7;110.5;15.6
2022;Anual;16;Hortaleza;162;Piovera;14948;17.31;67.11;15.58;24.9;21.9;27.6;108.8;16.42
2005;Anual;5;Chamartín;54;Hispanoamérica;30369;14.19;62.64;23.18;31.8;28.2;33.8;123.6;8.22
2006;Anual;5;Chamartín;54;Hispanoamérica;30535;14.35;62.21;23.44;32.57;29.5;34.3;123.3;9.11
2007;Anual;5;Chamartín;54;Hispanoamérica;30991;14.1;62.73;23.16;33.68;30.5;35.5;122.1;8.57
2008;Anual;5;Chamartín;54;Hispanoamérica;31409;14.04;62.69;23.27;35.13;30.9;37.7;123.1;8.98
2009;Anual;5;Chamartín;54;Hispanoamérica;31642;14.25;62.45;23.29;35.78;31.5;38.3;123.1;9.42
2010;Anual;5;Chamartín;54;Hispanoamérica;31759;14.26;62.13;23.61;36.84;32.5;39.4;123.5;9.38
2011;Anual;5;Chamartín;54;Hispanoamérica;31693;14.38;61.8;23.82;37.22;32.6;40.0;123.4;9.36
2012;Anual;5;Chamartín;54;Hispanoamérica;31521;14.39;61.53;24.08;37.67;32.5;40.8;124.1;8.5
2013;Anual;5;Chamartín;54;Hispanoamérica;31546;14.74;61.0;24.26;38.06;32.3;41.5;124.0;8.23
2014;Anual;5;Chamartín;54;Hispanoamérica;31204;14.69;60.45;24.86;38.28;33.0;41.3;125.2;7.5
2015;Anual;5;Chamartín;54;Hispanoamérica;30924;14.65;60.17;25.19;38.57;33.2;41.7;125.3;6.91
2016;Anual;5;Chamartín;54;Hispanoamérica;31224;15.01;60.23;24.75;38.88;33.8;41.8;124.8;6.87
2017;Anual;5;Chamartín;54;Hispanoamérica;31247;14.96;60.39;24.65;39.26;34.4;42.1;124.6;6.73
2018;Anual;5;Chamartín;54;Hispanoamérica;31373;15.07;60.32;24.61;39.03;34.1;41.9;124.0;6.7
2019;Anual;5;Chamartín;54;Hispanoamérica;31733;14.98;60.44;24.57;38.6;33.4;41.6;123.2;7.16
2020;Anual;5;Chamartín;54;Hispanoamérica;32042;14.79;60.61;24.6;37.8;32.2;41.2;122.7;7.84
2021;Anual;5;Chamartín;54;Hispanoamérica;31642;14.54;60.98;24.48;38.0;32.6;41.2;122.6;8.08
2022;Anual;5;Chamartín;54;Hispanoamérica;31463;14.27;61.01;24.72;38.1;32.4;41.6;121.8;8.05
2005;Anual;6;Tetuán;61;Bellas Vistas;28758;12.07;68.97;18.96;32.38;27.6;34.9;119.8;25.68
2006;Anual;6;Tetuán;61;Bellas Vistas;28953;12.06;69.1;18.84;33.15;28.4;35.7;120.3;27.25
2007;Anual;6;Tetuán;61;Bellas Vistas;28836;12.04;69.53;18.43;34.1;28.9;36.9;119.2;26.68
2008;Anual;6;Tetuán;61;Bellas Vistas;29567;12.14;69.95;17.91;34.71;29.4;37.6;118.8;28.43
2009;Anual;6;Tetuán;61;Bellas Vistas;29886;12.36;70.13;17.51;35.82;30.7;38.6;118.0;28.77
2010;Anual;6;Tetuán;61;Bellas Vistas;29801;12.45;69.85;17.69;36.44;31.1;39.4;118.9;28.26
2011;Anual;6;Tetuán;61;Bellas Vistas;29590;12.51;69.68;17.81;37.51;31.4;40.9;120.0;27.85
2012;Anual;6;Tetuán;61;Bellas Vistas;29262;12.64;69.43;17.93;37.76;31.3;41.4;120.3;26.08
2013;Anual;6;Tetuán;61;Bellas Vistas;29074;12.51;69.39;18.1;37.83;31.6;41.4;119.4;24.79
2014;Anual;6;Tetuán;61;Bellas Vistas;28326;12.45;69.0;18.55;38.21;31.8;41.9;120.3;23.0
2015;Anual;6;Tetuán;61;Bellas Vistas;28014;12.47;68.7;18.83;38.36;32.0;42.1;120.8;21.44
2016;Anual;6;Tetuán;61;Bellas Vistas;28210;12.36;68.81;18.83;37.81;31.2;41.6;120.2;21.41
2017;Anual;6;Tetuán;61;Bellas Vistas;28359;12.52;68.83;18.65;37.63;31.3;41.3;120.8;21.44
2018;Anual;6;Tetuán;61;Bellas Vistas;28750;12.28;69.17;18.55;36.56;30.3;40.2;120.2;21.93
2019;Anual;6;Tetuán;61;Bellas Vistas;29146;11.95;69.67;18.38;35.2;29.2;38.7;119.3;22.82
2020;Anual;6;Tetuán;61;Bellas Vistas;29895;11.88;70.04;18.08;33.8;28.1;37.2;119.1;24.08
2021;Anual;6;Tetuán;61;Bellas Vistas;29465;11.77;70.1;18.13;33.3;27.8;36.6;118.9;24.4
2022;Anual;6;Tetuán;61;Bellas Vistas;28995;11.72;69.66;18.62;32.3;26.8;35.6;119.1;24.18
2005;Anual;16;Hortaleza;161;Palomas;5219;22.17;70.95;6.94;19.28;15.6;22.8;103.9;8.95
2006;Anual;16;Hortaleza;161;Palomas;5468;22.26;70.37;7.37;18.61;14.4;22.8;103.9;10.31
2007;Anual;16;Hortaleza;161;Palomas;5742;22.43;69.96;7.61;17.16;14.6;19.9;104.7;11.35
2008;Anual;16;Hortaleza;161;Palomas;6222;23.1;68.58;8.33;19.31;14.6;23.9;104.9;12.42
2009;Anual;16;Hortaleza;161;Palomas;6484;22.98;68.35;8.67;18.33;14.1;22.4;104.8;13.05
2010;Anual;16;Hortaleza;161;Palomas;6662;23.03;67.7;9.28;17.64;14.6;20.8;104.5;13.46
2011;Anual;16;Hortaleza;161;Palomas;6734;22.88;67.34;9.77;17.93;14.5;21.5;102.6;13.01
2012;Anual;16;Hortaleza;161;Palomas;6762;23.11;66.43;10.46;17.96;14.4;21.6;102.2;10.85
2013;Anual;16;Hortaleza;161;Palomas;6737;23.39;65.49;11.12;16.82;13.9;19.7;104.7;10.27
2014;Anual;16;Hortaleza;161;Palomas;6677;23.0;65.1;11.89;17.63;16.7;18.5;104.3;9.2
2015;Anual;16;Hortaleza;161;Palomas;6626;22.29;64.9;12.81;17.31;16.3;18.3;104.2;8.75
2016;Anual;16;Hortaleza;161;Palomas;6590;21.96;64.58;13.46;17.59;16.1;19.0;104.3;8.98
2017;Anual;16;Hortaleza;161;Palomas;6682;21.89;64.22;13.89;17.78;16.1;19.3;105.1;8.8
2018;Anual;16;Hortaleza;161;Palomas;6738;21.27;64.17;14.56;19.06;18.0;20.0;104.7;8.92
2019;Anual;16;Hortaleza;161;Palomas;6790;20.84;64.43;14.73;19.2;18.7;19.6;104.6;9.91
2020;Anual;16;Hortaleza;161;Palomas;6839;20.38;64.53;15.09;19.7;19.5;19.8;106.1;10.73
2021;Anual;16;Hortaleza;161;Palomas;6891;19.5;65.06;15.44;20.9;21.6;20.2;105.1;11.13
2022;Anual;16;Hortaleza;161;Palomas;6933;18.59;65.25;16.15;21.9;22.5;21.3;104.7;11.34
2005;Anual;6;Tetuán;62;Cuatro Caminos;36105;10.97;67.42;21.62;33.24;29.4;35.4;123.3;17.54
2006;Anual;6;Tetuán;62;Cuatro Caminos;36412;10.77;67.79;21.44;33.88;30.0;36.1;122.0;18.81
2007;Anual;6;Tetuán;62;Cuatro Caminos;34900;10.59;67.32;22.08;35.19;31.3;37.4;122.9;17.07
2008;Anual;6;Tetuán;62;Cuatro Caminos;34883;10.69;67.33;21.98;35.86;31.6;38.3;124.7;17.81
2009;Anual;6;Tetuán;62;Cuatro Caminos;34846;10.72;67.36;21.91;36.43;32.3;38.9;124.2;18.33
2010;Anual;6;Tetuán;62;Cuatro Caminos;34693;10.8;67.01;22.18;37.11;32.9;39.5;124.4;18.21
2011;Anual;6;Tetuán;62;Cuatro Caminos;34473;10.76;66.86;22.38;37.54;33.5;39.8;124.5;17.99
2012;Anual;6;Tetuán;62;Cuatro Caminos;34244;10.61;66.79;22.6;37.24;32.6;39.9;124.4;16.63
2013;Anual;6;Tetuán;62;Cuatro Caminos;34252;10.74;66.7;22.56;37.57;32.6;40.4;124.3;15.91
2014;Anual;6;Tetuán;62;Cuatro Caminos;33633;10.8;66.21;23.0;37.95;33.0;40.8;123.9;14.63
2015;Anual;6;Tetuán;62;Cuatro Caminos;33336;10.96;65.74;23.3;38.41;33.4;41.3;123.7;13.46
2016;Anual;6;Tetuán;62;Cuatro Caminos;33637;10.87;66.0;23.12;38.32;33.3;41.2;122.5;13.68
2017;Anual;6;Tetuán;62;Cuatro Caminos;33938;10.99;65.95;23.06;38.01;33.4;40.6;122.5;13.8
2018;Anual;6;Tetuán;62;Cuatro Caminos;34254;10.97;66.07;22.96;37.52;32.3;40.6;121.6;14.12
2019;Anual;6;Tetuán;62;Cuatro Caminos;34608;10.74;66.6;22.65;36.7;31.6;39.7;122.1;14.9
2020;Anual;6;Tetuán;62;Cuatro Caminos;35192;10.5;67.03;22.47;35.4;30.2;38.4;122.3;15.45
2021;Anual;6;Tetuán;62;Cuatro Caminos;34817;10.51;67.04;22.45;34.9;29.6;37.9;121.5;15.93
2022;Anual;6;Tetuán;62;Cuatro Caminos;34471;10.52;66.75;22.72;34.6;29.2;37.7;123.3;16.29
2005;Anual;15;Ciudad Lineal;156;San Juan Bautista;12803;17.68;67.57;14.75;20.24;16.0;23.0;110.4;8.39
2006;Anual;15;Ciudad Lineal;156;San Juan Bautista;12942;17.82;66.86;15.32;20.98;17.1;23.7;110.8;9.62
2007;Anual;15;Ciudad Lineal;156;San Juan Bautista;12778;17.8;66.31;15.89;22.06;18.3;24.7;111.8;9.9
2008;Anual;15;Ciudad Lineal;156;San Juan Bautista;12739;17.6;66.06;16.34;23.16;19.7;25.6;113.2;10.03
2009;Anual;15;Ciudad Lineal;156;San Juan Bautista;12831;17.57;65.47;16.96;24.03;20.3;26.7;113.3;10.68
2010;Anual;15;Ciudad Lineal;156;San Juan Bautista;12898;17.54;64.93;17.53;24.72;20.9;27.5;113.4;10.89
2011;Anual;15;Ciudad Lineal;156;San Juan Bautista;12911;17.68;64.31;18.01;26.37;21.7;29.7;113.3;11.02
2012;Anual;15;Ciudad Lineal;156;San Juan Bautista;12714;17.25;64.22;18.53;26.91;22.7;29.9;113.4;9.5
2013;Anual;15;Ciudad Lineal;156;San Juan Bautista;12483;16.89;63.89;19.21;28.4;24.8;30.9;113.3;8.83
2014;Anual;15;Ciudad Lineal;156;San Juan Bautista;12319;16.65;63.37;19.99;28.88;25.9;31.0;113.5;8.26
2015;Anual;15;Ciudad Lineal;156;San Juan Bautista;12273;16.2;63.2;20.6;30.1;28.1;31.6;113.4;7.79
2016;Anual;15;Ciudad Lineal;156;San Juan Bautista;12302;15.88;63.16;20.96;30.63;28.9;31.9;113.3;8.03
2017;Anual;15;Ciudad Lineal;156;San Juan Bautista;12367;15.69;63.1;21.2;31.69;29.9;32.9;114.1;8.33
2018;Anual;15;Ciudad Lineal;156;San Juan Bautista;12433;15.7;63.06;21.24;33.62;32.0;34.7;115.0;8.72
2019;Anual;15;Ciudad Lineal;156;San Juan Bautista;12487;15.58;62.89;21.53;33.5;30.9;35.2;114.9;9.55
2020;Anual;15;Ciudad Lineal;156;San Juan Bautista;12725;15.36;63.06;21.58;33.3;31.0;34.8;114.8;10.72
2021;Anual;15;Ciudad Lineal;156;San Juan Bautista;12484;15.2;62.98;21.82;34.2;31.5;36.0;114.2;10.71
2022;Anual;15;Ciudad Lineal;156;San Juan Bautista;12287;14.71;62.81;22.48;34.3;31.3;36.2;114.4;10.43
2005;Anual;5;Chamartín;52;Prosperidad;37430;11.91;69.07;19.01;29.03;22.6;32.6;124.5;10.98
2006;Anual;5;Chamartín;52;Prosperidad;37515;11.76;68.7;19.54;29.15;22.8;32.8;124.0;11.93
2007;Anual;5;Chamartín;52;Prosperidad;37985;11.63;68.8;19.57;30.02;23.9;33.5;122.7;11.54
2008;Anual;5;Chamartín;52;Prosperidad;38159;11.51;68.68;19.8;30.71;24.9;34.0;121.9;11.88
2009;Anual;5;Chamartín;52;Prosperidad;38297;11.42;68.65;19.93;31.35;26.1;34.4;121.5;12.1
2010;Anual;5;Chamartín;52;Prosperidad;38154;11.46;68.18;20.36;31.85;27.3;34.5;121.9;12.02
2011;Anual;5;Chamartín;52;Prosperidad;37795;11.5;67.51;20.98;32.18;28.0;34.6;121.9;11.77
2012;Anual;5;Chamartín;52;Prosperidad;37451;11.4;67.15;21.44;32.74;28.1;35.4;122.7;10.85
2013;Anual;5;Chamartín;52;Prosperidad;37131;11.33;66.74;21.93;32.49;28.4;34.9;122.8;10.54
2014;Anual;5;Chamartín;52;Prosperidad;36478;11.35;65.96;22.69;32.42;28.0;35.1;123.2;9.61
2015;Anual;5;Chamartín;52;Prosperidad;35993;11.19;65.27;23.54;32.78;28.2;35.5;123.4;8.85
2016;Anual;5;Chamartín;52;Prosperidad;36156;11.31;64.78;23.91;32.99;28.4;35.7;123.8;9.09
2017;Anual;5;Chamartín;52;Prosperidad;36089;11.36;64.24;24.4;33.35;28.4;36.4;123.7;9.3
2018;Anual;5;Chamartín;52;Prosperidad;36522;11.43;63.91;24.66;32.95;28.2;35.8;124.0;9.68
2019;Anual;5;Chamartín;52;Prosperidad;36651;11.24;63.82;24.94;32.4;27.2;35.5;123.8;10.34
2020;Anual;5;Chamartín;52;Prosperidad;36940;11.11;63.68;25.21;31.8;27.0;34.8;123.8;10.83
2021;Anual;5;Chamartín;52;Prosperidad;36303;11.27;63.35;25.38;32.4;27.5;35.3;123.8;10.94
2022;Anual;5;Chamartín;52;Prosperidad;35963;11.04;63.06;25.89;32.7;27.6;35.8;123.8;10.95
2005;Anual;5;Chamartín;53;Ciudad Jardín;18507;12.22;66.78;21.0;29.35;24.6;31.8;127.6;15.54
2006;Anual;5;Chamartín;53;Ciudad Jardín;18623;12.16;66.91;20.93;30.43;25.4;33.1;128.7;17.02
2007;Anual;5;Chamartín;53;Ciudad Jardín;18791;11.72;67.73;20.55;31.77;26.5;34.6;127.1;15.72
2008;Anual;5;Chamartín;53;Ciudad Jardín;18828;11.66;67.63;20.7;32.58;28.1;35.0;127.4;15.25
2009;Anual;5;Chamartín;53;Ciudad Jardín;18951;11.93;67.16;20.91;33.59;28.6;36.3;126.8;15.42
2010;Anual;5;Chamartín;53;Ciudad Jardín;18953;11.86;67.02;21.12;34.51;29.7;37.1;126.3;15.36
2011;Anual;5;Chamartín;53;Ciudad Jardín;18874;11.94;66.77;21.29;35.81;31.0;38.4;126.0;15.11
