Anio;Periodo;DatoPoblacion;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2018;Anual;40627;163;16;Canillas;Hortaleza
2019;Anual;40578;163;16;Canillas;Hortaleza
2020;Anual;40838;163;16;Canillas;Hortaleza
2021;Anual;40281;163;16;Canillas;Hortaleza
2022;Anual;39708;163;16;Canillas;Hortaleza
2005;Anual;22479;55;5;Nueva España;Chamartín
2006;Anual;22867;55;5;Nueva España;Chamartín
2007;Anual;23083;55;5;Nueva España;Chamartín
2008;Anual;23447;55;5;Nueva España;Chamartín
2009;Anual;23768;55;5;Nueva España;Chamartín
2010;Anual;23811;55;5;Nueva España;Chamartín
2011;Anual;23825;55;5;Nueva España;Chamartín
2012;Anual;23786;55;5;Nueva España;Chamartín
2013;Anual;23699;55;5;Nueva España;Chamartín
2014;Anual;23378;55;5;Nueva España;Chamartín
2015;Anual;23315;55;5;Nueva España;Chamartín
2016;Anual;23548;55;5;Nueva España;Chamartín
2017;Anual;24110;55;5;Nueva España;Chamartín
2018;Anual;24496;55;5;Nueva España;Chamartín
2019;Anual;24657;55;5;Nueva España;Chamartín
2020;Anual;25015;55;5;Nueva España;Chamartín
2021;Anual;24697;55;5;Nueva España;Chamartín
2022;Anual;24366;55;5;Nueva España;Chamartín
2005;Anual;1709;158;15;Atalaya;Ciudad Lineal
2006;Anual;1708;158;15;Atalaya;Ciudad Lineal
2007;Anual;1646;158;15;Atalaya;Ciudad Lineal
2008;Anual;1651;158;15;Atalaya;Ciudad Lineal
2009;Anual;1691;158;15;Atalaya;Ciudad Lineal
2010;Anual;1725;158;15;Atalaya;Ciudad Lineal
2011;Anual;1727;158;15;Atalaya;Ciudad Lineal
2012;Anual;1672;158;15;Atalaya;Ciudad Lineal
2013;Anual;1641;158;15;Atalaya;Ciudad Lineal
2014;Anual;1595;158;15;Atalaya;Ciudad Lineal
2015;Anual;1592;158;15;Atalaya;Ciudad Lineal
2016;Anual;1570;158;15;Atalaya;Ciudad Lineal
2017;Anual;1562;158;15;Atalaya;Ciudad Lineal
2018;Anual;1575;158;15;Atalaya;Ciudad Lineal
2019;Anual;1568;158;15;Atalaya;Ciudad Lineal
2020;Anual;1555;158;15;Atalaya;Ciudad Lineal
2021;Anual;1580;158;15;Atalaya;Ciudad Lineal
2022;Anual;1607;158;15;Atalaya;Ciudad Lineal
2005;Anual;22825;97;9;Aravaca;Moncloa - Aravaca
2006;Anual;23154;97;9;Aravaca;Moncloa - Aravaca
2007;Anual;23498;97;9;Aravaca;Moncloa - Aravaca
2008;Anual;24448;97;9;Aravaca;Moncloa - Aravaca
2009;Anual;25161;97;9;Aravaca;Moncloa - Aravaca
2010;Anual;25629;97;9;Aravaca;Moncloa - Aravaca
2011;Anual;25754;97;9;Aravaca;Moncloa - Aravaca
2012;Anual;25531;97;9;Aravaca;Moncloa - Aravaca
2013;Anual;25589;97;9;Aravaca;Moncloa - Aravaca
2014;Anual;25494;97;9;Aravaca;Moncloa - Aravaca
2015;Anual;25388;97;9;Aravaca;Moncloa - Aravaca
2016;Anual;25566;97;9;Aravaca;Moncloa - Aravaca
2017;Anual;25699;97;9;Aravaca;Moncloa - Aravaca
2018;Anual;26148;97;9;Aravaca;Moncloa - Aravaca
2019;Anual;26823;97;9;Aravaca;Moncloa - Aravaca
2020;Anual;27503;97;9;Aravaca;Moncloa - Aravaca
2021;Anual;27568;97;9;Aravaca;Moncloa - Aravaca
2022;Anual;27323;97;9;Aravaca;Moncloa - Aravaca
2005;Anual;20894;63;6;Castillejos;Tetuán
2006;Anual;20893;63;6;Castillejos;Tetuán
2007;Anual;20519;63;6;Castillejos;Tetuán
2008;Anual;20619;63;6;Castillejos;Tetuán
2009;Anual;20787;63;6;Castillejos;Tetuán
2010;Anual;20705;63;6;Castillejos;Tetuán
2011;Anual;20502;63;6;Castillejos;Tetuán
2012;Anual;20343;63;6;Castillejos;Tetuán
2013;Anual;20397;63;6;Castillejos;Tetuán
2014;Anual;19963;63;6;Castillejos;Tetuán
2015;Anual;19639;63;6;Castillejos;Tetuán
2016;Anual;19799;63;6;Castillejos;Tetuán
2017;Anual;19982;63;6;Castillejos;Tetuán
2018;Anual;20363;63;6;Castillejos;Tetuán
2019;Anual;20513;63;6;Castillejos;Tetuán
2020;Anual;20835;63;6;Castillejos;Tetuán
2021;Anual;20541;63;6;Castillejos;Tetuán
2022;Anual;20282;63;6;Castillejos;Tetuán
2005;Anual;19969;211;21;Alameda de Osuna;Barajas
2006;Anual;20440;211;21;Alameda de Osuna;Barajas
2007;Anual;20327;211;21;Alameda de Osuna;Barajas
2008;Anual;20441;211;21;Alameda de Osuna;Barajas
2009;Anual;20474;211;21;Alameda de Osuna;Barajas
2010;Anual;20540;211;21;Alameda de Osuna;Barajas
2011;Anual;20387;211;21;Alameda de Osuna;Barajas
2012;Anual;20137;211;21;Alameda de Osuna;Barajas
2013;Anual;19948;211;21;Alameda de Osuna;Barajas
2014;Anual;19623;211;21;Alameda de Osuna;Barajas
2015;Anual;19445;211;21;Alameda de Osuna;Barajas
2016;Anual;19325;211;21;Alameda de Osuna;Barajas
2017;Anual;19386;211;21;Alameda de Osuna;Barajas
2018;Anual;19446;211;21;Alameda de Osuna;Barajas
2019;Anual;19526;211;21;Alameda de Osuna;Barajas
2020;Anual;19820;211;21;Alameda de Osuna;Barajas
2021;Anual;19657;211;21;Alameda de Osuna;Barajas
2022;Anual;19662;211;21;Alameda de Osuna;Barajas
2005;Anual;22781;66;6;Berruguete;Tetuán
2006;Anual;22992;66;6;Berruguete;Tetuán
2007;Anual;23115;66;6;Berruguete;Tetuán
2008;Anual;23522;66;6;Berruguete;Tetuán
2009;Anual;24224;66;6;Berruguete;Tetuán
2010;Anual;24699;66;6;Berruguete;Tetuán
2011;Anual;24500;66;6;Berruguete;Tetuán
2012;Anual;24450;66;6;Berruguete;Tetuán
2013;Anual;24357;66;6;Berruguete;Tetuán
2014;Anual;23783;66;6;Berruguete;Tetuán
2015;Anual;23637;66;6;Berruguete;Tetuán
2016;Anual;24198;66;6;Berruguete;Tetuán
2017;Anual;24314;66;6;Berruguete;Tetuán
2018;Anual;24608;66;6;Berruguete;Tetuán
2019;Anual;25007;66;6;Berruguete;Tetuán
2020;Anual;25843;66;6;Berruguete;Tetuán
2021;Anual;25663;66;6;Berruguete;Tetuán
2022;Anual;24951;66;6;Berruguete;Tetuán
2005;Anual;6270;157;15;Colina;Ciudad Lineal
2006;Anual;6313;157;15;Colina;Ciudad Lineal
2007;Anual;6156;157;15;Colina;Ciudad Lineal
2008;Anual;6224;157;15;Colina;Ciudad Lineal
2009;Anual;6272;157;15;Colina;Ciudad Lineal
2010;Anual;6253;157;15;Colina;Ciudad Lineal
2011;Anual;6280;157;15;Colina;Ciudad Lineal
2012;Anual;6266;157;15;Colina;Ciudad Lineal
2013;Anual;6235;157;15;Colina;Ciudad Lineal
2014;Anual;6078;157;15;Colina;Ciudad Lineal
2015;Anual;5997;157;15;Colina;Ciudad Lineal
2016;Anual;6100;157;15;Colina;Ciudad Lineal
2017;Anual;6122;157;15;Colina;Ciudad Lineal
2018;Anual;6288;157;15;Colina;Ciudad Lineal
2019;Anual;6387;157;15;Colina;Ciudad Lineal
2020;Anual;6519;157;15;Colina;Ciudad Lineal
2021;Anual;6367;157;15;Colina;Ciudad Lineal
2022;Anual;6338;157;15;Colina;Ciudad Lineal
2005;Anual;13724;162;16;Piovera;Hortaleza
2006;Anual;14053;162;16;Piovera;Hortaleza
2007;Anual;14113;162;16;Piovera;Hortaleza
2008;Anual;14628;162;16;Piovera;Hortaleza
2009;Anual;14972;162;16;Piovera;Hortaleza
2010;Anual;15230;162;16;Piovera;Hortaleza
2011;Anual;15448;162;16;Piovera;Hortaleza
2012;Anual;14697;162;16;Piovera;Hortaleza
2013;Anual;14527;162;16;Piovera;Hortaleza
2014;Anual;14317;162;16;Piovera;Hortaleza
2015;Anual;14223;162;16;Piovera;Hortaleza
2016;Anual;14413;162;16;Piovera;Hortaleza
2017;Anual;14474;162;16;Piovera;Hortaleza
2018;Anual;14723;162;16;Piovera;Hortaleza
2019;Anual;14911;162;16;Piovera;Hortaleza
2020;Anual;14939;162;16;Piovera;Hortaleza
2021;Anual;14835;162;16;Piovera;Hortaleza
2022;Anual;14948;162;16;Piovera;Hortaleza
2005;Anual;30369;54;5;Hispanoamérica;Chamartín
2006;Anual;30535;54;5;Hispanoamérica;Chamartín
2007;Anual;30991;54;5;Hispanoamérica;Chamartín
2008;Anual;31409;54;5;Hispanoamérica;Chamartín
2009;Anual;31642;54;5;Hispanoamérica;Chamartín
2010;Anual;31759;54;5;Hispanoamérica;Chamartín
2011;Anual;31693;54;5;Hispanoamérica;Chamartín
2012;Anual;31521;54;5;Hispanoamérica;Chamartín
2013;Anual;31546;54;5;Hispanoamérica;Chamartín
2014;Anual;31204;54;5;Hispanoamérica;Chamartín
2015;Anual;30924;54;5;Hispanoamérica;Chamartín
2016;Anual;31224;54;5;Hispanoamérica;Chamartín
2017;Anual;31247;54;5;Hispanoamérica;Chamartín
2018;Anual;31373;54;5;Hispanoamérica;Chamartín
2019;Anual;31733;54;5;Hispanoamérica;Chamartín
2020;Anual;32042;54;5;Hispanoamérica;Chamartín
2021;Anual;31642;54;5;Hispanoamérica;Chamartín
2022;Anual;31463;54;5;Hispanoamérica;Chamartín
2005;Anual;28758;61;6;Bellas Vistas;Tetuán
2006;Anual;28953;61;6;Bellas Vistas;Tetuán
2007;Anual;28836;61;6;Bellas Vistas;Tetuán
2008;Anual;29567;61;6;Bellas Vistas;Tetuán
2009;Anual;29886;61;6;Bellas Vistas;Tetuán
2010;Anual;29801;61;6;Bellas Vistas;Tetuán
2011;Anual;29590;61;6;Bellas Vistas;Tetuán
2012;Anual;29262;61;6;Bellas Vistas;Tetuán
2013;Anual;29074;61;6;Bellas Vistas;Tetuán
2014;Anual;28326;61;6;Bellas Vistas;Tetuán
2015;Anual;28014;61;6;Bellas Vistas;Tetuán
2016;Anual;28210;61;6;Bellas Vistas;Tetuán
2017;Anual;28359;61;6;Bellas Vistas;Tetuán
2018;Anual;28750;61;6;Bellas Vistas;Tetuán
2019;Anual;29146;61;6;Bellas Vistas;Tetuán
2020;Anual;29895;61;6;Bellas Vistas;Tetuán
2021;Anual;29465;61;6;Bellas Vistas;Tetuán
2022;Anual;28995;61;6;Bellas Vistas;Tetuán
2005;Anual;5219;161;16;Palomas;Hortaleza
2006;Anual;5468;161;16;Palomas;Hortaleza
2007;Anual;5742;161;16;Palomas;Hortaleza
2008;Anual;6222;161;16;Palomas;Hortaleza
2009;Anual;6484;161;16;Palomas;Hortaleza
2010;Anual;6662;161;16;Palomas;Hortaleza
2011;Anual;6734;161;16;Palomas;Hortaleza
2012;Anual;6762;161;16;Palomas;Hortaleza
2013;Anual;6737;161;16;Palomas;Hortaleza
2014;Anual;6677;161;16;Palomas;Hortaleza
2015;Anual;6626;161;16;Palomas;Hortaleza
2016;Anual;6590;161;16;Palomas;Hortaleza
2017;Anual;6682;161;16;Palomas;Hortaleza
2018;Anual;6738;161;16;Palomas;Hortaleza
2019;Anual;6790;161;16;Palomas;Hortaleza
2020;Anual;6839;161;16;Palomas;Hortaleza
2021;Anual;6891;161;16;Palomas;Hortaleza
2022;Anual;6933;161;16;Palomas;Hortaleza
2005;Anual;36105;62;6;Cuatro Caminos;Tetuán
2006;Anual;36412;62;6;Cuatro Caminos;Tetuán
2007;Anual;34900;62;6;Cuatro Caminos;Tetuán
2008;Anual;34883;62;6;Cuatro Caminos;Tetuán
2009;Anual;34846;62;6;Cuatro Caminos;Tetuán
2010;Anual;34693;62;6;Cuatro Caminos;Tetuán
2011;Anual;34473;62;6;Cuatro Caminos;Tetuán
2012;Anual;34244;62;6;Cuatro Caminos;Tetuán
2013;Anual;34252;62;6;Cuatro Caminos;Tetuán
2014;Anual;33633;62;6;Cuatro Caminos;Tetuán
2015;Anual;33336;62;6;Cuatro Caminos;Tetuán
2016;Anual;33637;62;6;Cuatro Caminos;Tetuán
2017;Anual;33938;62;6;Cuatro Caminos;Tetuán
2018;Anual;34254;62;6;Cuatro Caminos;Tetuán
2019;Anual;34608;62;6;Cuatro Caminos;Tetuán
2020;Anual;35192;62;6;Cuatro Caminos;Tetuán
2021;Anual;34817;62;6;Cuatro Caminos;Tetuán
2022;Anual;34471;62;6;Cuatro Caminos;Tetuán
2005;Anual;12803;156;15;San Juan Bautista;Ciudad Lineal
2006;Anual;12942;156;15;San Juan Bautista;Ciudad Lineal
2007;Anual;12778;156;15;San Juan Bautista;Ciudad Lineal
2008;Anual;12739;156;15;San Juan Bautista;Ciudad Lineal
2009;Anual;12831;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;12898;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;12911;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;12714;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;12483;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;12319;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;12273;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;12302;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;12367;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;12433;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;12487;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;12725;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;12484;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;12287;156;15;San Juan Bautista;Ciudad Lineal
2005;Anual;37430;52;5;Prosperidad;Chamartín
2006;Anual;37515;52;5;Prosperidad;Chamartín
2007;Anual;37985;52;5;Prosperidad;Chamartín
2008;Anual;38159;52;5;Prosperidad;Chamartín
2009;Anual;38297;52;5;Prosperidad;Chamartín
2010;Anual;38154;52;5;Prosperidad;Chamartín
2011;Anual;37795;52;5;Prosperidad;Chamartín
2012;Anual;37451;52;5;Prosperidad;Chamartín
2013;Anual;37131;52;5;Prosperidad;Chamartín
2014;Anual;36478;52;5;Prosperidad;Chamartín
2015;Anual;35993;52;5;Prosperidad;Chamartín
2016;Anual;36156;52;5;Prosperidad;Chamartín
2017;Anual;36089;52;5;Prosperidad;Chamartín
2018;Anual;36522;52;5;Prosperidad;Chamartín
2019;Anual;36651;52;5;Prosperidad;Chamartín
2020;Anual;36940;52;5;Prosperidad;Chamartín
2021;Anual;36303;52;5;Prosperidad;Chamartín
2022;Anual;35963;52;5;Prosperidad;Chamartín
2005;Anual;18507;53;5;Ciudad Jardín;Chamartín
2006;Anual;18623;53;5;Ciudad Jardín;Chamartín
2007;Anual;18791;53;5;Ciudad Jardín;Chamartín
2008;Anual;18828;53;5;Ciudad Jardín;Chamartín
2009;Anual;18951;53;5;Ciudad Jardín;Chamartín
2010;Anual;18953;53;5;Ciudad Jardín;Chamartín
2011;Anual;18874;53;5;Ciudad Jardín;Chamartín
2012;Anual;18532;53;5;Ciudad Jardín;Chamartín
2013;Anual;18467;53;5;Ciudad Jardín;Chamartín
2014;Anual;18140;53;5;Ciudad Jardín;Chamartín
2015;Anual;18026;53;5;Ciudad Jardín;Chamartín
2016;Anual;18262;53;5;Ciudad Jardín;Chamartín
2017;Anual;18319;53;5;Ciudad Jardín;Chamartín
2018;Anual;18487;53;5;Ciudad Jardín;Chamartín
2019;Anual;18642;53;5;Ciudad Jardín;Chamartín
2020;Anual;18893;53;5;Ciudad Jardín;Chamartín
2021;Anual;18618;53;5;Ciudad Jardín;Chamartín
2022;Anual;18410;53;5;Ciudad Jardín;Chamartín
2005;Anual;15513;51;5;El Viso;Chamartín
2006;Anual;15686;51;5;El Viso;Chamartín
2007;Anual;15977;51;5;El Viso;Chamartín
2008;Anual;16233;51;5;El Viso;Chamartín
2009;Anual;16561;51;5;El Viso;Chamartín
2010;Anual;16566;51;5;El Viso;Chamartín
2011;Anual;16730;51;5;El Viso;Chamartín
2012;Anual;16847;51;5;El Viso;Chamartín
2013;Anual;16871;51;5;El Viso;Chamartín
2014;Anual;16792;51;5;El Viso;Chamartín
2015;Anual;16781;51;5;El Viso;Chamartín
2016;Anual;17018;51;5;El Viso;Chamartín
2017;Anual;17061;51;5;El Viso;Chamartín
2018;Anual;17145;51;5;El Viso;Chamartín
2019;Anual;17302;51;5;El Viso;Chamartín
2020;Anual;17433;51;5;El Viso;Chamartín
2021;Anual;17349;51;5;El Viso;Chamartín
2022;Anual;17181;51;5;El Viso;Chamartín
2005;Anual;14136;91;9;Casa de Campo;Moncloa - Aravaca
2006;Anual;14190;91;9;Casa de Campo;Moncloa - Aravaca
2007;Anual;13741;91;9;Casa de Campo;Moncloa - Aravaca
2008;Anual;13559;91;9;Casa de Campo;Moncloa - Aravaca
2009;Anual;13406;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;13263;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;13052;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;12612;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;12422;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;12191;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;12622;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;12864;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;12841;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;12900;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;12991;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;13201;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;13066;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;12804;91;9;Casa de Campo;Moncloa - Aravaca
2005;Anual;7744;206;20;Rejas;San Blas - Canillejas
2006;Anual;8746;206;20;Rejas;San Blas - Canillejas
2007;Anual;9795;206;20;Rejas;San Blas - Canillejas
2008;Anual;11265;206;20;Rejas;San Blas - Canillejas
2009;Anual;11990;206;20;Rejas;San Blas - Canillejas
2010;Anual;12676;206;20;Rejas;San Blas - Canillejas
2011;Anual;13622;206;20;Rejas;San Blas - Canillejas
2012;Anual;14199;206;20;Rejas;San Blas - Canillejas
2013;Anual;14643;206;20;Rejas;San Blas - Canillejas
2014;Anual;14660;206;20;Rejas;San Blas - Canillejas
2015;Anual;14862;206;20;Rejas;San Blas - Canillejas
2016;Anual;15300;206;20;Rejas;San Blas - Canillejas
2017;Anual;15775;206;20;Rejas;San Blas - Canillejas
2018;Anual;16315;206;20;Rejas;San Blas - Canillejas
2019;Anual;16693;206;20;Rejas;San Blas - Canillejas
2020;Anual;17299;206;20;Rejas;San Blas - Canillejas
2021;Anual;17098;206;20;Rejas;San Blas - Canillejas
2022;Anual;16971;206;20;Rejas;San Blas - Canillejas
2005;Anual;12355;208;20;El Salvador;San Blas - Canillejas
2006;Anual;12398;208;20;El Salvador;San Blas - Canillejas
2007;Anual;12185;208;20;El Salvador;San Blas - Canillejas
2008;Anual;12285;208;20;El Salvador;San Blas - Canillejas
2009;Anual;12407;208;20;El Salvador;San Blas - Canillejas
2010;Anual;12380;208;20;El Salvador;San Blas - Canillejas
2011;Anual;12226;208;20;El Salvador;San Blas - Canillejas
2012;Anual;11919;208;20;El Salvador;San Blas - Canillejas
2013;Anual;11870;208;20;El Salvador;San Blas - Canillejas
2014;Anual;11569;208;20;El Salvador;San Blas - Canillejas
2015;Anual;11425;208;20;El Salvador;San Blas - Canillejas
2016;Anual;11430;208;20;El Salvador;San Blas - Canillejas
2017;Anual;11377;208;20;El Salvador;San Blas - Canillejas
2018;Anual;11287;208;20;El Salvador;San Blas - Canillejas
2019;Anual;11351;208;20;El Salvador;San Blas - Canillejas
2020;Anual;11476;208;20;El Salvador;San Blas - Canillejas
2021;Anual;11364;208;20;El Salvador;San Blas - Canillejas
2022;Anual;11269;208;20;El Salvador;San Blas - Canillejas
2005;Anual;29649;205;20;Rosas;San Blas - Canillejas
2006;Anual;30457;205;20;Rosas;San Blas - Canillejas
2007;Anual;30793;205;20;Rosas;San Blas - Canillejas
2008;Anual;31299;205;20;Rosas;San Blas - Canillejas
2009;Anual;31621;205;20;Rosas;San Blas - Canillejas
2010;Anual;31985;205;20;Rosas;San Blas - Canillejas
2011;Anual;32015;205;20;Rosas;San Blas - Canillejas
2012;Anual;31945;205;20;Rosas;San Blas - Canillejas
2013;Anual;32017;205;20;Rosas;San Blas - Canillejas
2014;Anual;31746;205;20;Rosas;San Blas - Canillejas
2015;Anual;31369;205;20;Rosas;San Blas - Canillejas
2016;Anual;31511;205;20;Rosas;San Blas - Canillejas
2017;Anual;31508;205;20;Rosas;San Blas - Canillejas
2018;Anual;31560;205;20;Rosas;San Blas - Canillejas
2019;Anual;31677;205;20;Rosas;San Blas - Canillejas
2020;Anual;31794;205;20;Rosas;San Blas - Canillejas
2021;Anual;31534;205;20;Rosas;San Blas - Canillejas
2022;Anual;30887;205;20;Rosas;San Blas - Canillejas
2005;Anual;31283;207;20;Canillejas;San Blas - Canillejas
2006;Anual;31272;207;20;Canillejas;San Blas - Canillejas
2007;Anual;31059;207;20;Canillejas;San Blas - Canillejas
2008;Anual;31222;207;20;Canillejas;San Blas - Canillejas
2009;Anual;31384;207;20;Canillejas;San Blas - Canillejas
2010;Anual;31209;207;20;Canillejas;San Blas - Canillejas
2011;Anual;30512;207;20;Canillejas;San Blas - Canillejas
2012;Anual;29983;207;20;Canillejas;San Blas - Canillejas
2013;Anual;29561;207;20;Canillejas;San Blas - Canillejas
2014;Anual;28865;207;20;Canillejas;San Blas - Canillejas
2015;Anual;28671;207;20;Canillejas;San Blas - Canillejas
2016;Anual;28477;207;20;Canillejas;San Blas - Canillejas
2017;Anual;28423;207;20;Canillejas;San Blas - Canillejas
2018;Anual;28519;207;20;Canillejas;San Blas - Canillejas
2019;Anual;28584;207;20;Canillejas;San Blas - Canillejas
2020;Anual;29047;207;20;Canillejas;San Blas - Canillejas
2021;Anual;28925;207;20;Canillejas;San Blas - Canillejas
2022;Anual;28541;207;20;Canillejas;San Blas - Canillejas
2005;Anual;20397;155;15;San Pascual;Ciudad Lineal
2006;Anual;20219;155;15;San Pascual;Ciudad Lineal
2007;Anual;19763;155;15;San Pascual;Ciudad Lineal
2008;Anual;19682;155;15;San Pascual;Ciudad Lineal
2009;Anual;19782;155;15;San Pascual;Ciudad Lineal
2010;Anual;19653;155;15;San Pascual;Ciudad Lineal
2011;Anual;19251;155;15;San Pascual;Ciudad Lineal
2012;Anual;18955;155;15;San Pascual;Ciudad Lineal
2013;Anual;18612;155;15;San Pascual;Ciudad Lineal
2014;Anual;18239;155;15;San Pascual;Ciudad Lineal
2015;Anual;18059;155;15;San Pascual;Ciudad Lineal
2016;Anual;18087;155;15;San Pascual;Ciudad Lineal
2017;Anual;18102;155;15;San Pascual;Ciudad Lineal
2018;Anual;18068;155;15;San Pascual;Ciudad Lineal
2019;Anual;18130;155;15;San Pascual;Ciudad Lineal
2020;Anual;18107;155;15;San Pascual;Ciudad Lineal
2021;Anual;17823;155;15;San Pascual;Ciudad Lineal
2022;Anual;17546;155;15;San Pascual;Ciudad Lineal
2005;Anual;21322;76;7;Vallehermoso;Chamberí
2006;Anual;21184;76;7;Vallehermoso;Chamberí
2007;Anual;20622;76;7;Vallehermoso;Chamberí
2008;Anual;20531;76;7;Vallehermoso;Chamberí
2009;Anual;20553;76;7;Vallehermoso;Chamberí
2010;Anual;20477;76;7;Vallehermoso;Chamberí
2011;Anual;20306;76;7;Vallehermoso;Chamberí
2012;Anual;20233;76;7;Vallehermoso;Chamberí
2013;Anual;20013;76;7;Vallehermoso;Chamberí
2014;Anual;19875;76;7;Vallehermoso;Chamberí
2015;Anual;19780;76;7;Vallehermoso;Chamberí
2016;Anual;19847;76;7;Vallehermoso;Chamberí
2017;Anual;19779;76;7;Vallehermoso;Chamberí
2018;Anual;20046;76;7;Vallehermoso;Chamberí
2019;Anual;20217;76;7;Vallehermoso;Chamberí
2020;Anual;20403;76;7;Vallehermoso;Chamberí
2021;Anual;20069;76;7;Vallehermoso;Chamberí
2022;Anual;19902;76;7;Vallehermoso;Chamberí
2005;Anual;28441;75;7;Ríos Rosas;Chamberí
2006;Anual;28519;75;7;Ríos Rosas;Chamberí
2007;Anual;27682;75;7;Ríos Rosas;Chamberí
2008;Anual;27910;75;7;Ríos Rosas;Chamberí
2009;Anual;28068;75;7;Ríos Rosas;Chamberí
2010;Anual;28065;75;7;Ríos Rosas;Chamberí
2011;Anual;27965;75;7;Ríos Rosas;Chamberí
2012;Anual;27702;75;7;Ríos Rosas;Chamberí
2013;Anual;27629;75;7;Ríos Rosas;Chamberí
2014;Anual;27096;75;7;Ríos Rosas;Chamberí
2015;Anual;26795;75;7;Ríos Rosas;Chamberí
2016;Anual;26785;75;7;Ríos Rosas;Chamberí
2017;Anual;26823;75;7;Ríos Rosas;Chamberí
2018;Anual;27049;75;7;Ríos Rosas;Chamberí
2019;Anual;27382;75;7;Ríos Rosas;Chamberí
2020;Anual;27569;75;7;Ríos Rosas;Chamberí
2021;Anual;27216;75;7;Ríos Rosas;Chamberí
2022;Anual;26901;75;7;Ríos Rosas;Chamberí
2005;Anual;22082;154;15;La Concepción;Ciudad Lineal
2006;Anual;22119;154;15;La Concepción;Ciudad Lineal
2007;Anual;21682;154;15;La Concepción;Ciudad Lineal
2008;Anual;21952;154;15;La Concepción;Ciudad Lineal
2009;Anual;22017;154;15;La Concepción;Ciudad Lineal
2010;Anual;21940;154;15;La Concepción;Ciudad Lineal
2011;Anual;21579;154;15;La Concepción;Ciudad Lineal
2012;Anual;21265;154;15;La Concepción;Ciudad Lineal
2013;Anual;21064;154;15;La Concepción;Ciudad Lineal
2014;Anual;20561;154;15;La Concepción;Ciudad Lineal
2015;Anual;20332;154;15;La Concepción;Ciudad Lineal
2016;Anual;20437;154;15;La Concepción;Ciudad Lineal
2017;Anual;20532;154;15;La Concepción;Ciudad Lineal
2018;Anual;20803;154;15;La Concepción;Ciudad Lineal
2019;Anual;20856;154;15;La Concepción;Ciudad Lineal
2020;Anual;21153;154;15;La Concepción;Ciudad Lineal
2021;Anual;20727;154;15;La Concepción;Ciudad Lineal
2022;Anual;20440;154;15;La Concepción;Ciudad Lineal
2005;Anual;41896;44;4;Guindalera;Salamanca
2006;Anual;42202;44;4;Guindalera;Salamanca
2007;Anual;41381;44;4;Guindalera;Salamanca
2008;Anual;41633;44;4;Guindalera;Salamanca
2009;Anual;41897;44;4;Guindalera;Salamanca
2010;Anual;41574;44;4;Guindalera;Salamanca
2011;Anual;41434;44;4;Guindalera;Salamanca
2012;Anual;41448;44;4;Guindalera;Salamanca
2013;Anual;41073;44;4;Guindalera;Salamanca
2014;Anual;40606;44;4;Guindalera;Salamanca
2015;Anual;40351;44;4;Guindalera;Salamanca
2016;Anual;40448;44;4;Guindalera;Salamanca
2017;Anual;40655;44;4;Guindalera;Salamanca
2018;Anual;41259;44;4;Guindalera;Salamanca
2019;Anual;41609;44;4;Guindalera;Salamanca
2020;Anual;42306;44;4;Guindalera;Salamanca
2021;Anual;41939;44;4;Guindalera;Salamanca
2022;Anual;41721;44;4;Guindalera;Salamanca
2005;Anual;25153;201;20;Simancas;San Blas - Canillejas
2006;Anual;25953;201;20;Simancas;San Blas - Canillejas
2007;Anual;26157;201;20;Simancas;San Blas - Canillejas
2008;Anual;26300;201;20;Simancas;San Blas - Canillejas
2009;Anual;26646;201;20;Simancas;San Blas - Canillejas
2010;Anual;26990;201;20;Simancas;San Blas - Canillejas
2011;Anual;26749;201;20;Simancas;San Blas - Canillejas
2012;Anual;26369;201;20;Simancas;San Blas - Canillejas
2013;Anual;26328;201;20;Simancas;San Blas - Canillejas
2014;Anual;26052;201;20;Simancas;San Blas - Canillejas
