Anio;Periodo;DatoPoblacion;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2018;Anual;33986;131;13;Entrevías;Puente de Vallecas
2019;Anual;34698;131;13;Entrevías;Puente de Vallecas
2020;Anual;35516;131;13;Entrevías;Puente de Vallecas
2021;Anual;35239;131;13;Entrevías;Puente de Vallecas
2022;Anual;34690;131;13;Entrevías;Puente de Vallecas
2005;Anual;48791;114;11;Vista Alegre;Carabanchel
2006;Anual;49360;114;11;Vista Alegre;Carabanchel
2007;Anual;48499;114;11;Vista Alegre;Carabanchel
2008;Anual;48665;114;11;Vista Alegre;Carabanchel
2009;Anual;48724;114;11;Vista Alegre;Carabanchel
2010;Anual;48567;114;11;Vista Alegre;Carabanchel
2011;Anual;47771;114;11;Vista Alegre;Carabanchel
2012;Anual;46358;114;11;Vista Alegre;Carabanchel
2013;Anual;45366;114;11;Vista Alegre;Carabanchel
2014;Anual;44434;114;11;Vista Alegre;Carabanchel
2015;Anual;43851;114;11;Vista Alegre;Carabanchel
2016;Anual;44161;114;11;Vista Alegre;Carabanchel
2017;Anual;44320;114;11;Vista Alegre;Carabanchel
2018;Anual;45008;114;11;Vista Alegre;Carabanchel
2019;Anual;45975;114;11;Vista Alegre;Carabanchel
2020;Anual;47602;114;11;Vista Alegre;Carabanchel
2021;Anual;47082;114;11;Vista Alegre;Carabanchel
2022;Anual;46474;114;11;Vista Alegre;Carabanchel
2005;Anual;27316;182;18;Santa Eugenia;Villa de Vallecas
2006;Anual;27312;182;18;Santa Eugenia;Villa de Vallecas
2007;Anual;27185;182;18;Santa Eugenia;Villa de Vallecas
2008;Anual;27142;182;18;Santa Eugenia;Villa de Vallecas
2009;Anual;26914;182;18;Santa Eugenia;Villa de Vallecas
2010;Anual;26544;182;18;Santa Eugenia;Villa de Vallecas
2011;Anual;26201;182;18;Santa Eugenia;Villa de Vallecas
2012;Anual;25610;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;25269;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;24705;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;24462;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;24388;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;24129;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;24295;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;24328;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;24684;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;24288;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;24110;182;18;Santa Eugenia;Villa de Vallecas
2005;Anual;19700;124;12;Almendrales;Usera
2006;Anual;20528;124;12;Almendrales;Usera
2007;Anual;21039;124;12;Almendrales;Usera
2008;Anual;22171;124;12;Almendrales;Usera
2009;Anual;22562;124;12;Almendrales;Usera
2010;Anual;22607;124;12;Almendrales;Usera
2011;Anual;22172;124;12;Almendrales;Usera
2012;Anual;21955;124;12;Almendrales;Usera
2013;Anual;21371;124;12;Almendrales;Usera
2014;Anual;20678;124;12;Almendrales;Usera
2015;Anual;20293;124;12;Almendrales;Usera
2016;Anual;20421;124;12;Almendrales;Usera
2017;Anual;20525;124;12;Almendrales;Usera
2018;Anual;20986;124;12;Almendrales;Usera
2019;Anual;21439;124;12;Almendrales;Usera
2020;Anual;22179;124;12;Almendrales;Usera
2021;Anual;22516;124;12;Almendrales;Usera
2022;Anual;22499;124;12;Almendrales;Usera
2005;Anual;34672;115;11;Puerta Bonita;Carabanchel
2006;Anual;35336;115;11;Puerta Bonita;Carabanchel
2007;Anual;35350;115;11;Puerta Bonita;Carabanchel
2008;Anual;35768;115;11;Puerta Bonita;Carabanchel
2009;Anual;35956;115;11;Puerta Bonita;Carabanchel
2010;Anual;35587;115;11;Puerta Bonita;Carabanchel
2011;Anual;35327;115;11;Puerta Bonita;Carabanchel
2012;Anual;34529;115;11;Puerta Bonita;Carabanchel
2013;Anual;33844;115;11;Puerta Bonita;Carabanchel
2014;Anual;32910;115;11;Puerta Bonita;Carabanchel
2015;Anual;32442;115;11;Puerta Bonita;Carabanchel
2016;Anual;32800;115;11;Puerta Bonita;Carabanchel
2017;Anual;32991;115;11;Puerta Bonita;Carabanchel
2018;Anual;33933;115;11;Puerta Bonita;Carabanchel
2019;Anual;34860;115;11;Puerta Bonita;Carabanchel
2020;Anual;35932;115;11;Puerta Bonita;Carabanchel
2021;Anual;35947;115;11;Puerta Bonita;Carabanchel
2022;Anual;35395;115;11;Puerta Bonita;Carabanchel
2005;Anual;29843;117;11;Abrantes;Carabanchel
2006;Anual;30702;117;11;Abrantes;Carabanchel
2007;Anual;30857;117;11;Abrantes;Carabanchel
2008;Anual;31321;117;11;Abrantes;Carabanchel
2009;Anual;31461;117;11;Abrantes;Carabanchel
2010;Anual;31197;117;11;Abrantes;Carabanchel
2011;Anual;30901;117;11;Abrantes;Carabanchel
2012;Anual;30333;117;11;Abrantes;Carabanchel
2013;Anual;29962;117;11;Abrantes;Carabanchel
2014;Anual;29249;117;11;Abrantes;Carabanchel
2015;Anual;28996;117;11;Abrantes;Carabanchel
2016;Anual;29082;117;11;Abrantes;Carabanchel
2017;Anual;29373;117;11;Abrantes;Carabanchel
2018;Anual;29769;117;11;Abrantes;Carabanchel
2019;Anual;30739;117;11;Abrantes;Carabanchel
2020;Anual;31947;117;11;Abrantes;Carabanchel
2021;Anual;31517;117;11;Abrantes;Carabanchel
2022;Anual;30925;117;11;Abrantes;Carabanchel
2005;Anual;17137;127;12;Pradolongo;Usera
2006;Anual;17502;127;12;Pradolongo;Usera
2007;Anual;17422;127;12;Pradolongo;Usera
2008;Anual;17708;127;12;Pradolongo;Usera
2009;Anual;17839;127;12;Pradolongo;Usera
2010;Anual;17884;127;12;Pradolongo;Usera
2011;Anual;17498;127;12;Pradolongo;Usera
2012;Anual;17261;127;12;Pradolongo;Usera
2013;Anual;16853;127;12;Pradolongo;Usera
2014;Anual;16604;127;12;Pradolongo;Usera
2015;Anual;16441;127;12;Pradolongo;Usera
2016;Anual;16719;127;12;Pradolongo;Usera
2017;Anual;16817;127;12;Pradolongo;Usera
2018;Anual;17233;127;12;Pradolongo;Usera
2019;Anual;17430;127;12;Pradolongo;Usera
2020;Anual;17847;127;12;Pradolongo;Usera
2021;Anual;17905;127;12;Pradolongo;Usera
2022;Anual;17442;127;12;Pradolongo;Usera
2005;Anual;14485;126;12;Zofío;Usera
2006;Anual;14704;126;12;Zofío;Usera
2007;Anual;14444;126;12;Zofío;Usera
2008;Anual;14684;126;12;Zofío;Usera
2009;Anual;14623;126;12;Zofío;Usera
2010;Anual;14614;126;12;Zofío;Usera
2011;Anual;14200;126;12;Zofío;Usera
2012;Anual;13877;126;12;Zofío;Usera
2013;Anual;13634;126;12;Zofío;Usera
2014;Anual;13398;126;12;Zofío;Usera
2015;Anual;13250;126;12;Zofío;Usera
2016;Anual;13242;126;12;Zofío;Usera
2017;Anual;13446;126;12;Zofío;Usera
2018;Anual;13697;126;12;Zofío;Usera
2019;Anual;13968;126;12;Zofío;Usera
2020;Anual;14412;126;12;Zofío;Usera
2021;Anual;14336;126;12;Zofío;Usera
2022;Anual;14022;126;12;Zofío;Usera
2005;Anual;11911;122;12;Orcasur;Usera
2006;Anual;12094;122;12;Orcasur;Usera
2007;Anual;12544;122;12;Orcasur;Usera
2008;Anual;12844;122;12;Orcasur;Usera
2009;Anual;13202;122;12;Orcasur;Usera
2010;Anual;13385;122;12;Orcasur;Usera
2011;Anual;13423;122;12;Orcasur;Usera
2012;Anual;13308;122;12;Orcasur;Usera
2013;Anual;13316;122;12;Orcasur;Usera
2014;Anual;13174;122;12;Orcasur;Usera
2015;Anual;13236;122;12;Orcasur;Usera
2016;Anual;13269;122;12;Orcasur;Usera
2017;Anual;13331;122;12;Orcasur;Usera
2018;Anual;13572;122;12;Orcasur;Usera
2019;Anual;13808;122;12;Orcasur;Usera
2020;Anual;14154;122;12;Orcasur;Usera
2021;Anual;14141;122;12;Orcasur;Usera
2022;Anual;14250;122;12;Orcasur;Usera
2005;Anual;38516;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2006;Anual;39534;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2007;Anual;39978;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2008;Anual;46139;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2009;Anual;53797;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;61657;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;66164;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;69466;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;72221;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;74062;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;75174;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;77752;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;80292;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;39740;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;40280;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;40956;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;40241;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;39578;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2005;Anual;20639;123;12;San Fermín;Usera
2006;Anual;21716;123;12;San Fermín;Usera
2007;Anual;22011;123;12;San Fermín;Usera
2008;Anual;22664;123;12;San Fermín;Usera
2009;Anual;23028;123;12;San Fermín;Usera
2010;Anual;23273;123;12;San Fermín;Usera
2011;Anual;23090;123;12;San Fermín;Usera
2012;Anual;22799;123;12;San Fermín;Usera
2013;Anual;22647;123;12;San Fermín;Usera
2014;Anual;22349;123;12;San Fermín;Usera
2015;Anual;22463;123;12;San Fermín;Usera
2016;Anual;22835;123;12;San Fermín;Usera
2017;Anual;22926;123;12;San Fermín;Usera
2018;Anual;23209;123;12;San Fermín;Usera
2019;Anual;23666;123;12;San Fermín;Usera
2020;Anual;24001;123;12;San Fermín;Usera
2021;Anual;23838;123;12;San Fermín;Usera
2022;Anual;23460;123;12;San Fermín;Usera
2005;Anual;1012;106;10;Cuatro Vientos;Latina
2006;Anual;1588;106;10;Cuatro Vientos;Latina
2007;Anual;2197;106;10;Cuatro Vientos;Latina
2008;Anual;2825;106;10;Cuatro Vientos;Latina
2009;Anual;3382;106;10;Cuatro Vientos;Latina
2010;Anual;3672;106;10;Cuatro Vientos;Latina
2011;Anual;3965;106;10;Cuatro Vientos;Latina
2012;Anual;4131;106;10;Cuatro Vientos;Latina
2013;Anual;4385;106;10;Cuatro Vientos;Latina
2014;Anual;4613;106;10;Cuatro Vientos;Latina
2015;Anual;4809;106;10;Cuatro Vientos;Latina
2016;Anual;5260;106;10;Cuatro Vientos;Latina
2017;Anual;5468;106;10;Cuatro Vientos;Latina
2018;Anual;5662;106;10;Cuatro Vientos;Latina
2019;Anual;5748;106;10;Cuatro Vientos;Latina
2020;Anual;5881;106;10;Cuatro Vientos;Latina
2021;Anual;5874;106;10;Cuatro Vientos;Latina
2022;Anual;5966;106;10;Cuatro Vientos;Latina
2005;Anual;27531;116;11;Buenavista;Carabanchel
2006;Anual;31349;116;11;Buenavista;Carabanchel
2007;Anual;35919;116;11;Buenavista;Carabanchel
2008;Anual;39505;116;11;Buenavista;Carabanchel
2009;Anual;41798;116;11;Buenavista;Carabanchel
2010;Anual;42807;116;11;Buenavista;Carabanchel
2011;Anual;43385;116;11;Buenavista;Carabanchel
2012;Anual;43758;116;11;Buenavista;Carabanchel
2013;Anual;44056;116;11;Buenavista;Carabanchel
2014;Anual;43888;116;11;Buenavista;Carabanchel
2015;Anual;43674;116;11;Buenavista;Carabanchel
2016;Anual;44331;116;11;Buenavista;Carabanchel
2017;Anual;45248;116;11;Buenavista;Carabanchel
2018;Anual;46216;116;11;Buenavista;Carabanchel
2019;Anual;47055;116;11;Buenavista;Carabanchel
2020;Anual;48010;116;11;Buenavista;Carabanchel
2021;Anual;48008;116;11;Buenavista;Carabanchel
2022;Anual;47815;116;11;Buenavista;Carabanchel
2017;Anual;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;43614;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;45828;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;48872;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;50204;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;51129;183;18;Ensanche de Vallecas;Villa de Vallecas
2005;Anual;21311;121;12;Orcasitas;Usera
2006;Anual;21946;121;12;Orcasitas;Usera
2007;Anual;21990;121;12;Orcasitas;Usera
2008;Anual;22131;121;12;Orcasitas;Usera
2009;Anual;22401;121;12;Orcasitas;Usera
2010;Anual;22438;121;12;Orcasitas;Usera
2011;Anual;22437;121;12;Orcasitas;Usera
2012;Anual;22390;121;12;Orcasitas;Usera
2013;Anual;22389;121;12;Orcasitas;Usera
2014;Anual;22239;121;12;Orcasitas;Usera
2015;Anual;22212;121;12;Orcasitas;Usera
2016;Anual;22256;121;12;Orcasitas;Usera
2017;Anual;22398;121;12;Orcasitas;Usera
2018;Anual;22555;121;12;Orcasitas;Usera
2019;Anual;22837;121;12;Orcasitas;Usera
2020;Anual;23173;121;12;Orcasitas;Usera
2021;Anual;23095;121;12;Orcasitas;Usera
2022;Anual;22996;121;12;Orcasitas;Usera
2005;Anual;43604;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2006;Anual;44186;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2007;Anual;44107;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2008;Anual;44582;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2009;Anual;45324;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;45382;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;45167;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;44340;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;43536;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;42964;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;42838;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;43158;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;43449;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;44299;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;45204;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;46749;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;46637;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;46156;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2005;Anual;37125;174;17;Los Rosales;Villaverde
2006;Anual;33971;174;17;Los Rosales;Villaverde
2007;Anual;37610;174;17;Los Rosales;Villaverde
2008;Anual;38491;174;17;Los Rosales;Villaverde
2009;Anual;38910;174;17;Los Rosales;Villaverde
2010;Anual;38949;174;17;Los Rosales;Villaverde
2011;Anual;38535;174;17;Los Rosales;Villaverde
2012;Anual;37895;174;17;Los Rosales;Villaverde
2013;Anual;37385;174;17;Los Rosales;Villaverde
2014;Anual;36566;174;17;Los Rosales;Villaverde
2015;Anual;36215;174;17;Los Rosales;Villaverde
2016;Anual;36343;174;17;Los Rosales;Villaverde
2017;Anual;36476;174;17;Los Rosales;Villaverde
2018;Anual;36975;174;17;Los Rosales;Villaverde
2019;Anual;37587;174;17;Los Rosales;Villaverde
2020;Anual;38107;174;17;Los Rosales;Villaverde
2021;Anual;37790;174;17;Los Rosales;Villaverde
2022;Anual;37319;174;17;Los Rosales;Villaverde
2005;Anual;33979;175;17;Ángeles;Villaverde
2006;Anual;37866;175;17;Ángeles;Villaverde
2007;Anual;33417;175;17;Ángeles;Villaverde
2008;Anual;33720;175;17;Ángeles;Villaverde
2009;Anual;33578;175;17;Ángeles;Villaverde
2010;Anual;33281;175;17;Ángeles;Villaverde
2011;Anual;32702;175;17;Ángeles;Villaverde
2012;Anual;32075;175;17;Ángeles;Villaverde
2013;Anual;31540;175;17;Ángeles;Villaverde
2014;Anual;30819;175;17;Ángeles;Villaverde
2015;Anual;30324;175;17;Ángeles;Villaverde
2016;Anual;30227;175;17;Ángeles;Villaverde
2017;Anual;30251;175;17;Ángeles;Villaverde
2018;Anual;30483;175;17;Ángeles;Villaverde
2019;Anual;31170;175;17;Ángeles;Villaverde
2020;Anual;32538;175;17;Ángeles;Villaverde
2021;Anual;32673;175;17;Ángeles;Villaverde
2022;Anual;32901;175;17;Ángeles;Villaverde
2005;Anual;12098;173;17;Butarque;Villaverde
2006;Anual;13837;173;17;Butarque;Villaverde
2007;Anual;14455;173;17;Butarque;Villaverde
2008;Anual;14666;173;17;Butarque;Villaverde
2009;Anual;15025;173;17;Butarque;Villaverde
2010;Anual;15257;173;17;Butarque;Villaverde
2011;Anual;15564;173;17;Butarque;Villaverde
2012;Anual;15812;173;17;Butarque;Villaverde
2013;Anual;16090;173;17;Butarque;Villaverde
2014;Anual;16260;173;17;Butarque;Villaverde
2015;Anual;16242;173;17;Butarque;Villaverde
2016;Anual;16607;173;17;Butarque;Villaverde
2017;Anual;17245;173;17;Butarque;Villaverde
2018;Anual;18268;173;17;Butarque;Villaverde
2019;Anual;18870;173;17;Butarque;Villaverde
2020;Anual;20026;173;17;Butarque;Villaverde
2021;Anual;20722;173;17;Butarque;Villaverde
2022;Anual;20813;173;17;Butarque;Villaverde
2005;Anual;16550;172;17;San Cristóbal;Villaverde
2006;Anual;16999;172;17;San Cristóbal;Villaverde
2007;Anual;16595;172;17;San Cristóbal;Villaverde
2008;Anual;16793;172;17;San Cristóbal;Villaverde
2009;Anual;16890;172;17;San Cristóbal;Villaverde
2010;Anual;16867;172;17;San Cristóbal;Villaverde
2011;Anual;16631;172;17;San Cristóbal;Villaverde
2012;Anual;16340;172;17;San Cristóbal;Villaverde
2013;Anual;15735;172;17;San Cristóbal;Villaverde
2014;Anual;15431;172;17;San Cristóbal;Villaverde
2015;Anual;14980;172;17;San Cristóbal;Villaverde
2016;Anual;15107;172;17;San Cristóbal;Villaverde
2017;Anual;15187;172;17;San Cristóbal;Villaverde
2018;Anual;15498;172;17;San Cristóbal;Villaverde
2019;Anual;16052;172;17;San Cristóbal;Villaverde
2020;Anual;16898;172;17;San Cristóbal;Villaverde
2021;Anual;16986;172;17;San Cristóbal;Villaverde
2022;Anual;16640;172;17;San Cristóbal;Villaverde
