Anio;Periodo;DatoPoblacionEntre16y64;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2012;Anual;71.1;106;10;Cuatro Vientos;Latina
2013;Anual;71.63;106;10;Cuatro Vientos;Latina
2014;Anual;70.43;106;10;Cuatro Vientos;Latina
2015;Anual;69.68;106;10;Cuatro Vientos;Latina
2016;Anual;69.87;106;10;Cuatro Vientos;Latina
2017;Anual;69.79;106;10;Cuatro Vientos;Latina
2018;Anual;70.33;106;10;Cuatro Vientos;Latina
2019;Anual;70.34;106;10;Cuatro Vientos;Latina
2020;Anual;70.69;106;10;Cuatro Vientos;Latina
2021;Anual;70.77;106;10;Cuatro Vientos;Latina
2022;Anual;71.44;106;10;Cuatro Vientos;Latina
2005;Anual;68.63;116;11;Buenavista;Carabanchel
2006;Anual;68.94;116;11;Buenavista;Carabanchel
2007;Anual;68.86;116;11;Buenavista;Carabanchel
2008;Anual;68.31;116;11;Buenavista;Carabanchel
2009;Anual;67.84;116;11;Buenavista;Carabanchel
2010;Anual;67.14;116;11;Buenavista;Carabanchel
2011;Anual;66.55;116;11;Buenavista;Carabanchel
2012;Anual;65.95;116;11;Buenavista;Carabanchel
2013;Anual;65.37;116;11;Buenavista;Carabanchel
2014;Anual;64.76;116;11;Buenavista;Carabanchel
2015;Anual;64.44;116;11;Buenavista;Carabanchel
2016;Anual;64.58;116;11;Buenavista;Carabanchel
2017;Anual;64.81;116;11;Buenavista;Carabanchel
2018;Anual;65.15;116;11;Buenavista;Carabanchel
2019;Anual;65.72;116;11;Buenavista;Carabanchel
2020;Anual;66.4;116;11;Buenavista;Carabanchel
2021;Anual;67.33;116;11;Buenavista;Carabanchel
2022;Anual;67.86;116;11;Buenavista;Carabanchel
2005;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2006;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2007;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2008;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2009;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2011;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2012;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2013;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2014;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2015;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2016;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2017;Anual;0.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;70.75;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;70.64;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;70.63;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;70.74;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;70.66;183;18;Ensanche de Vallecas;Villa de Vallecas
2005;Anual;64.7;121;12;Orcasitas;Usera
2006;Anual;64.6;121;12;Orcasitas;Usera
2007;Anual;64.59;121;12;Orcasitas;Usera
2008;Anual;64.02;121;12;Orcasitas;Usera
2009;Anual;63.52;121;12;Orcasitas;Usera
2010;Anual;63.32;121;12;Orcasitas;Usera
2011;Anual;62.96;121;12;Orcasitas;Usera
2012;Anual;62.5;121;12;Orcasitas;Usera
2013;Anual;62.34;121;12;Orcasitas;Usera
2014;Anual;61.92;121;12;Orcasitas;Usera
2015;Anual;61.81;121;12;Orcasitas;Usera
2016;Anual;61.95;121;12;Orcasitas;Usera
2017;Anual;62.23;121;12;Orcasitas;Usera
2018;Anual;62.41;121;12;Orcasitas;Usera
2019;Anual;63.13;121;12;Orcasitas;Usera
2020;Anual;63.89;121;12;Orcasitas;Usera
2021;Anual;64.5;121;12;Orcasitas;Usera
2022;Anual;65.01;121;12;Orcasitas;Usera
2005;Anual;66.91;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2006;Anual;67.08;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2007;Anual;67.3;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2008;Anual;67.29;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2009;Anual;66.96;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;66.61;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;66.43;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;66.15;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;65.71;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;65.47;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;65.24;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;65.61;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;65.83;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;66.27;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;66.92;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;67.73;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;68.14;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;68.19;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2005;Anual;70.16;174;17;Los Rosales;Villaverde
2006;Anual;64.75;174;17;Los Rosales;Villaverde
2007;Anual;69.58;174;17;Los Rosales;Villaverde
2008;Anual;69.45;174;17;Los Rosales;Villaverde
2009;Anual;68.88;174;17;Los Rosales;Villaverde
2010;Anual;68.55;174;17;Los Rosales;Villaverde
2011;Anual;68.09;174;17;Los Rosales;Villaverde
2012;Anual;67.64;174;17;Los Rosales;Villaverde
2013;Anual;67.14;174;17;Los Rosales;Villaverde
2014;Anual;66.65;174;17;Los Rosales;Villaverde
2015;Anual;66.54;174;17;Los Rosales;Villaverde
2016;Anual;66.72;174;17;Los Rosales;Villaverde
2017;Anual;66.73;174;17;Los Rosales;Villaverde
2018;Anual;67.36;174;17;Los Rosales;Villaverde
2019;Anual;67.81;174;17;Los Rosales;Villaverde
2020;Anual;68.34;174;17;Los Rosales;Villaverde
2021;Anual;68.88;174;17;Los Rosales;Villaverde
2022;Anual;69.05;174;17;Los Rosales;Villaverde
2005;Anual;65.48;175;17;Ángeles;Villaverde
2006;Anual;70.01;175;17;Ángeles;Villaverde
2007;Anual;64.41;175;17;Ángeles;Villaverde
2008;Anual;64.2;175;17;Ángeles;Villaverde
2009;Anual;63.68;175;17;Ángeles;Villaverde
2010;Anual;63.03;175;17;Ángeles;Villaverde
2011;Anual;62.66;175;17;Ángeles;Villaverde
2012;Anual;62.03;175;17;Ángeles;Villaverde
2013;Anual;61.51;175;17;Ángeles;Villaverde
2014;Anual;60.81;175;17;Ángeles;Villaverde
2015;Anual;60.25;175;17;Ángeles;Villaverde
2016;Anual;60.34;175;17;Ángeles;Villaverde
2017;Anual;60.24;175;17;Ángeles;Villaverde
2018;Anual;60.44;175;17;Ángeles;Villaverde
2019;Anual;61.24;175;17;Ángeles;Villaverde
2020;Anual;62.16;175;17;Ángeles;Villaverde
2021;Anual;62.83;175;17;Ángeles;Villaverde
2022;Anual;63.16;175;17;Ángeles;Villaverde
2005;Anual;74.72;173;17;Butarque;Villaverde
2006;Anual;74.19;173;17;Butarque;Villaverde
2007;Anual;74.03;173;17;Butarque;Villaverde
2008;Anual;73.63;173;17;Butarque;Villaverde
2009;Anual;72.08;173;17;Butarque;Villaverde
2010;Anual;70.86;173;17;Butarque;Villaverde
2011;Anual;69.59;173;17;Butarque;Villaverde
2012;Anual;68.68;173;17;Butarque;Villaverde
2013;Anual;67.89;173;17;Butarque;Villaverde
2014;Anual;67.26;173;17;Butarque;Villaverde
2015;Anual;66.85;173;17;Butarque;Villaverde
2016;Anual;66.66;173;17;Butarque;Villaverde
2017;Anual;66.6;173;17;Butarque;Villaverde
2018;Anual;66.26;173;17;Butarque;Villaverde
2019;Anual;66.39;173;17;Butarque;Villaverde
2020;Anual;67.03;173;17;Butarque;Villaverde
2021;Anual;67.95;173;17;Butarque;Villaverde
2022;Anual;68.6;173;17;Butarque;Villaverde
2005;Anual;62.92;172;17;San Cristóbal;Villaverde
2006;Anual;63.91;172;17;San Cristóbal;Villaverde
2007;Anual;64.29;172;17;San Cristóbal;Villaverde
2008;Anual;64.99;172;17;San Cristóbal;Villaverde
2009;Anual;65.46;172;17;San Cristóbal;Villaverde
2010;Anual;65.32;172;17;San Cristóbal;Villaverde
2011;Anual;64.98;172;17;San Cristóbal;Villaverde
2012;Anual;65.18;172;17;San Cristóbal;Villaverde
2013;Anual;64.93;172;17;San Cristóbal;Villaverde
2014;Anual;64.98;172;17;San Cristóbal;Villaverde
2015;Anual;65.34;172;17;San Cristóbal;Villaverde
2016;Anual;65.69;172;17;San Cristóbal;Villaverde
2017;Anual;65.99;172;17;San Cristóbal;Villaverde
2018;Anual;67.0;172;17;San Cristóbal;Villaverde
2019;Anual;68.0;172;17;San Cristóbal;Villaverde
2020;Anual;69.3;172;17;San Cristóbal;Villaverde
2021;Anual;69.95;172;17;San Cristóbal;Villaverde
2022;Anual;70.0;172;17;San Cristóbal;Villaverde
