Anio;Periodo;DatoPoblacionEntre16y64;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2008;Anual;66.47;215;21;Corralejos;Barajas
2009;Anual;64.94;215;21;Corralejos;Barajas
2010;Anual;64.25;215;21;Corralejos;Barajas
2011;Anual;64.3;215;21;Corralejos;Barajas
2012;Anual;63.87;215;21;Corralejos;Barajas
2013;Anual;63.72;215;21;Corralejos;Barajas
2014;Anual;63.08;215;21;Corralejos;Barajas
2015;Anual;62.6;215;21;Corralejos;Barajas
2016;Anual;62.82;215;21;Corralejos;Barajas
2017;Anual;63.01;215;21;Corralejos;Barajas
2018;Anual;64.1;215;21;Corralejos;Barajas
2019;Anual;64.84;215;21;Corralejos;Barajas
2020;Anual;65.81;215;21;Corralejos;Barajas
2021;Anual;67.51;215;21;Corralejos;Barajas
2022;Anual;68.64;215;21;Corralejos;Barajas
2005;Anual;70.83;163;16;Canillas;Hortaleza
2006;Anual;70.28;163;16;Canillas;Hortaleza
2007;Anual;69.55;163;16;Canillas;Hortaleza
2008;Anual;68.98;163;16;Canillas;Hortaleza
2009;Anual;68.36;163;16;Canillas;Hortaleza
2010;Anual;67.39;163;16;Canillas;Hortaleza
2011;Anual;66.44;163;16;Canillas;Hortaleza
2012;Anual;65.39;163;16;Canillas;Hortaleza
2013;Anual;64.41;163;16;Canillas;Hortaleza
2014;Anual;63.34;163;16;Canillas;Hortaleza
2015;Anual;62.53;163;16;Canillas;Hortaleza
2016;Anual;62.05;163;16;Canillas;Hortaleza
2017;Anual;61.76;163;16;Canillas;Hortaleza
2018;Anual;61.5;163;16;Canillas;Hortaleza
2019;Anual;61.49;163;16;Canillas;Hortaleza
2020;Anual;61.44;163;16;Canillas;Hortaleza
2021;Anual;61.2;163;16;Canillas;Hortaleza
2022;Anual;60.72;163;16;Canillas;Hortaleza
2005;Anual;64.63;55;5;Nueva España;Chamartín
2006;Anual;64.05;55;5;Nueva España;Chamartín
2007;Anual;64.54;55;5;Nueva España;Chamartín
2008;Anual;64.51;55;5;Nueva España;Chamartín
2009;Anual;64.33;55;5;Nueva España;Chamartín
2010;Anual;63.9;55;5;Nueva España;Chamartín
2011;Anual;63.53;55;5;Nueva España;Chamartín
2012;Anual;62.98;55;5;Nueva España;Chamartín
2013;Anual;62.76;55;5;Nueva España;Chamartín
2014;Anual;62.39;55;5;Nueva España;Chamartín
2015;Anual;62.11;55;5;Nueva España;Chamartín
2016;Anual;62.05;55;5;Nueva España;Chamartín
2017;Anual;61.9;55;5;Nueva España;Chamartín
2018;Anual;61.89;55;5;Nueva España;Chamartín
2019;Anual;61.89;55;5;Nueva España;Chamartín
2020;Anual;62.07;55;5;Nueva España;Chamartín
2021;Anual;61.97;55;5;Nueva España;Chamartín
2022;Anual;62.09;55;5;Nueva España;Chamartín
2005;Anual;67.82;158;15;Atalaya;Ciudad Lineal
2006;Anual;67.39;158;15;Atalaya;Ciudad Lineal
2007;Anual;66.59;158;15;Atalaya;Ciudad Lineal
2008;Anual;65.48;158;15;Atalaya;Ciudad Lineal
2009;Anual;64.52;158;15;Atalaya;Ciudad Lineal
2010;Anual;63.36;158;15;Atalaya;Ciudad Lineal
2011;Anual;62.71;158;15;Atalaya;Ciudad Lineal
2012;Anual;61.18;158;15;Atalaya;Ciudad Lineal
2013;Anual;60.88;158;15;Atalaya;Ciudad Lineal
2014;Anual;60.88;158;15;Atalaya;Ciudad Lineal
2015;Anual;61.75;158;15;Atalaya;Ciudad Lineal
2016;Anual;61.02;158;15;Atalaya;Ciudad Lineal
2017;Anual;60.44;158;15;Atalaya;Ciudad Lineal
2018;Anual;59.43;158;15;Atalaya;Ciudad Lineal
2019;Anual;60.4;158;15;Atalaya;Ciudad Lineal
2020;Anual;60.64;158;15;Atalaya;Ciudad Lineal
2021;Anual;62.53;158;15;Atalaya;Ciudad Lineal
2022;Anual;61.23;158;15;Atalaya;Ciudad Lineal
2005;Anual;68.76;97;9;Aravaca;Moncloa - Aravaca
2006;Anual;68.63;97;9;Aravaca;Moncloa - Aravaca
2007;Anual;67.72;97;9;Aravaca;Moncloa - Aravaca
2008;Anual;67.58;97;9;Aravaca;Moncloa - Aravaca
2009;Anual;67.19;97;9;Aravaca;Moncloa - Aravaca
2010;Anual;67.08;97;9;Aravaca;Moncloa - Aravaca
2011;Anual;66.74;97;9;Aravaca;Moncloa - Aravaca
2012;Anual;66.51;97;9;Aravaca;Moncloa - Aravaca
2013;Anual;66.15;97;9;Aravaca;Moncloa - Aravaca
2014;Anual;65.56;97;9;Aravaca;Moncloa - Aravaca
2015;Anual;65.11;97;9;Aravaca;Moncloa - Aravaca
2016;Anual;65.02;97;9;Aravaca;Moncloa - Aravaca
2017;Anual;64.84;97;9;Aravaca;Moncloa - Aravaca
2018;Anual;64.77;97;9;Aravaca;Moncloa - Aravaca
2019;Anual;64.8;97;9;Aravaca;Moncloa - Aravaca
2020;Anual;64.94;97;9;Aravaca;Moncloa - Aravaca
2021;Anual;65.25;97;9;Aravaca;Moncloa - Aravaca
2022;Anual;65.75;97;9;Aravaca;Moncloa - Aravaca
2005;Anual;67.9;63;6;Castillejos;Tetuán
2006;Anual;67.95;63;6;Castillejos;Tetuán
2007;Anual;67.86;63;6;Castillejos;Tetuán
2008;Anual;67.7;63;6;Castillejos;Tetuán
2009;Anual;67.78;63;6;Castillejos;Tetuán
2010;Anual;67.57;63;6;Castillejos;Tetuán
2011;Anual;67.16;63;6;Castillejos;Tetuán
2012;Anual;66.83;63;6;Castillejos;Tetuán
2013;Anual;66.52;63;6;Castillejos;Tetuán
2014;Anual;65.9;63;6;Castillejos;Tetuán
2015;Anual;65.28;63;6;Castillejos;Tetuán
2016;Anual;65.54;63;6;Castillejos;Tetuán
2017;Anual;65.77;63;6;Castillejos;Tetuán
2018;Anual;66.12;63;6;Castillejos;Tetuán
2019;Anual;66.43;63;6;Castillejos;Tetuán
2020;Anual;66.84;63;6;Castillejos;Tetuán
2021;Anual;66.78;63;6;Castillejos;Tetuán
2022;Anual;66.08;63;6;Castillejos;Tetuán
2005;Anual;76.55;211;21;Alameda de Osuna;Barajas
2006;Anual;75.18;211;21;Alameda de Osuna;Barajas
2007;Anual;74.03;211;21;Alameda de Osuna;Barajas
2008;Anual;72.86;211;21;Alameda de Osuna;Barajas
2009;Anual;71.5;211;21;Alameda de Osuna;Barajas
2010;Anual;69.6;211;21;Alameda de Osuna;Barajas
2011;Anual;67.72;211;21;Alameda de Osuna;Barajas
2012;Anual;66.02;211;21;Alameda de Osuna;Barajas
2013;Anual;64.5;211;21;Alameda de Osuna;Barajas
2014;Anual;62.5;211;21;Alameda de Osuna;Barajas
2015;Anual;60.92;211;21;Alameda de Osuna;Barajas
2016;Anual;59.81;211;21;Alameda de Osuna;Barajas
2017;Anual;58.7;211;21;Alameda de Osuna;Barajas
2018;Anual;58.05;211;21;Alameda de Osuna;Barajas
2019;Anual;57.69;211;21;Alameda de Osuna;Barajas
2020;Anual;57.53;211;21;Alameda de Osuna;Barajas
2021;Anual;57.79;211;21;Alameda de Osuna;Barajas
2022;Anual;57.91;211;21;Alameda de Osuna;Barajas
2005;Anual;67.86;66;6;Berruguete;Tetuán
2006;Anual;68.05;66;6;Berruguete;Tetuán
2007;Anual;68.56;66;6;Berruguete;Tetuán
2008;Anual;69.16;66;6;Berruguete;Tetuán
2009;Anual;69.4;66;6;Berruguete;Tetuán
2010;Anual;69.68;66;6;Berruguete;Tetuán
2011;Anual;69.64;66;6;Berruguete;Tetuán
2012;Anual;69.7;66;6;Berruguete;Tetuán
2013;Anual;69.61;66;6;Berruguete;Tetuán
2014;Anual;69.32;66;6;Berruguete;Tetuán
2015;Anual;68.86;66;6;Berruguete;Tetuán
2016;Anual;69.43;66;6;Berruguete;Tetuán
2017;Anual;69.53;66;6;Berruguete;Tetuán
2018;Anual;70.24;66;6;Berruguete;Tetuán
2019;Anual;70.77;66;6;Berruguete;Tetuán
2020;Anual;71.27;66;6;Berruguete;Tetuán
2021;Anual;71.48;66;6;Berruguete;Tetuán
2022;Anual;71.47;66;6;Berruguete;Tetuán
2005;Anual;69.15;157;15;Colina;Ciudad Lineal
2006;Anual;68.32;157;15;Colina;Ciudad Lineal
2007;Anual;68.1;157;15;Colina;Ciudad Lineal
2008;Anual;67.43;157;15;Colina;Ciudad Lineal
2009;Anual;66.57;157;15;Colina;Ciudad Lineal
2010;Anual;65.71;157;15;Colina;Ciudad Lineal
2011;Anual;64.84;157;15;Colina;Ciudad Lineal
2012;Anual;63.72;157;15;Colina;Ciudad Lineal
2013;Anual;63.34;157;15;Colina;Ciudad Lineal
2014;Anual;62.36;157;15;Colina;Ciudad Lineal
2015;Anual;61.75;157;15;Colina;Ciudad Lineal
2016;Anual;61.66;157;15;Colina;Ciudad Lineal
2017;Anual;61.6;157;15;Colina;Ciudad Lineal
2018;Anual;61.85;157;15;Colina;Ciudad Lineal
2019;Anual;61.91;157;15;Colina;Ciudad Lineal
2020;Anual;62.03;157;15;Colina;Ciudad Lineal
2021;Anual;62.04;157;15;Colina;Ciudad Lineal
2022;Anual;61.61;157;15;Colina;Ciudad Lineal
2005;Anual;70.21;162;16;Piovera;Hortaleza
2006;Anual;69.93;162;16;Piovera;Hortaleza
2007;Anual;69.65;162;16;Piovera;Hortaleza
2008;Anual;69.15;162;16;Piovera;Hortaleza
2009;Anual;69.13;162;16;Piovera;Hortaleza
2010;Anual;68.91;162;16;Piovera;Hortaleza
2011;Anual;68.77;162;16;Piovera;Hortaleza
2012;Anual;68.8;162;16;Piovera;Hortaleza
2013;Anual;68.68;162;16;Piovera;Hortaleza
2014;Anual;68.9;162;16;Piovera;Hortaleza
2015;Anual;68.64;162;16;Piovera;Hortaleza
2016;Anual;68.69;162;16;Piovera;Hortaleza
2017;Anual;68.27;162;16;Piovera;Hortaleza
2018;Anual;68.15;162;16;Piovera;Hortaleza
2019;Anual;67.75;162;16;Piovera;Hortaleza
2020;Anual;67.71;162;16;Piovera;Hortaleza
2021;Anual;67.47;162;16;Piovera;Hortaleza
2022;Anual;67.11;162;16;Piovera;Hortaleza
2005;Anual;62.64;54;5;Hispanoamérica;Chamartín
2006;Anual;62.21;54;5;Hispanoamérica;Chamartín
2007;Anual;62.73;54;5;Hispanoamérica;Chamartín
2008;Anual;62.69;54;5;Hispanoamérica;Chamartín
2009;Anual;62.45;54;5;Hispanoamérica;Chamartín
2010;Anual;62.13;54;5;Hispanoamérica;Chamartín
2011;Anual;61.8;54;5;Hispanoamérica;Chamartín
2012;Anual;61.53;54;5;Hispanoamérica;Chamartín
2013;Anual;61.0;54;5;Hispanoamérica;Chamartín
2014;Anual;60.45;54;5;Hispanoamérica;Chamartín
2015;Anual;60.17;54;5;Hispanoamérica;Chamartín
2016;Anual;60.23;54;5;Hispanoamérica;Chamartín
2017;Anual;60.39;54;5;Hispanoamérica;Chamartín
2018;Anual;60.32;54;5;Hispanoamérica;Chamartín
2019;Anual;60.44;54;5;Hispanoamérica;Chamartín
2020;Anual;60.61;54;5;Hispanoamérica;Chamartín
2021;Anual;60.98;54;5;Hispanoamérica;Chamartín
2022;Anual;61.01;54;5;Hispanoamérica;Chamartín
2005;Anual;68.97;61;6;Bellas Vistas;Tetuán
2006;Anual;69.1;61;6;Bellas Vistas;Tetuán
2007;Anual;69.53;61;6;Bellas Vistas;Tetuán
2008;Anual;69.95;61;6;Bellas Vistas;Tetuán
2009;Anual;70.13;61;6;Bellas Vistas;Tetuán
2010;Anual;69.85;61;6;Bellas Vistas;Tetuán
2011;Anual;69.68;61;6;Bellas Vistas;Tetuán
2012;Anual;69.43;61;6;Bellas Vistas;Tetuán
2013;Anual;69.39;61;6;Bellas Vistas;Tetuán
2014;Anual;69.0;61;6;Bellas Vistas;Tetuán
2015;Anual;68.7;61;6;Bellas Vistas;Tetuán
2016;Anual;68.81;61;6;Bellas Vistas;Tetuán
2017;Anual;68.83;61;6;Bellas Vistas;Tetuán
2018;Anual;69.17;61;6;Bellas Vistas;Tetuán
2019;Anual;69.67;61;6;Bellas Vistas;Tetuán
2020;Anual;70.04;61;6;Bellas Vistas;Tetuán
2021;Anual;70.1;61;6;Bellas Vistas;Tetuán
2022;Anual;69.66;61;6;Bellas Vistas;Tetuán
2005;Anual;70.95;161;16;Palomas;Hortaleza
2006;Anual;70.37;161;16;Palomas;Hortaleza
2007;Anual;69.96;161;16;Palomas;Hortaleza
2008;Anual;68.58;161;16;Palomas;Hortaleza
2009;Anual;68.35;161;16;Palomas;Hortaleza
2010;Anual;67.7;161;16;Palomas;Hortaleza
2011;Anual;67.34;161;16;Palomas;Hortaleza
2012;Anual;66.43;161;16;Palomas;Hortaleza
2013;Anual;65.49;161;16;Palomas;Hortaleza
2014;Anual;65.1;161;16;Palomas;Hortaleza
2015;Anual;64.9;161;16;Palomas;Hortaleza
2016;Anual;64.58;161;16;Palomas;Hortaleza
2017;Anual;64.22;161;16;Palomas;Hortaleza
2018;Anual;64.17;161;16;Palomas;Hortaleza
2019;Anual;64.43;161;16;Palomas;Hortaleza
2020;Anual;64.53;161;16;Palomas;Hortaleza
2021;Anual;65.06;161;16;Palomas;Hortaleza
2022;Anual;65.25;161;16;Palomas;Hortaleza
2005;Anual;67.42;62;6;Cuatro Caminos;Tetuán
2006;Anual;67.79;62;6;Cuatro Caminos;Tetuán
2007;Anual;67.32;62;6;Cuatro Caminos;Tetuán
2008;Anual;67.33;62;6;Cuatro Caminos;Tetuán
2009;Anual;67.36;62;6;Cuatro Caminos;Tetuán
2010;Anual;67.01;62;6;Cuatro Caminos;Tetuán
2011;Anual;66.86;62;6;Cuatro Caminos;Tetuán
2012;Anual;66.79;62;6;Cuatro Caminos;Tetuán
2013;Anual;66.7;62;6;Cuatro Caminos;Tetuán
2014;Anual;66.21;62;6;Cuatro Caminos;Tetuán
2015;Anual;65.74;62;6;Cuatro Caminos;Tetuán
2016;Anual;66.0;62;6;Cuatro Caminos;Tetuán
2017;Anual;65.95;62;6;Cuatro Caminos;Tetuán
2018;Anual;66.07;62;6;Cuatro Caminos;Tetuán
2019;Anual;66.6;62;6;Cuatro Caminos;Tetuán
2020;Anual;67.03;62;6;Cuatro Caminos;Tetuán
2021;Anual;67.04;62;6;Cuatro Caminos;Tetuán
2022;Anual;66.75;62;6;Cuatro Caminos;Tetuán
2005;Anual;67.57;156;15;San Juan Bautista;Ciudad Lineal
2006;Anual;66.86;156;15;San Juan Bautista;Ciudad Lineal
2007;Anual;66.31;156;15;San Juan Bautista;Ciudad Lineal
2008;Anual;66.06;156;15;San Juan Bautista;Ciudad Lineal
2009;Anual;65.47;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;64.93;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;64.31;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;64.22;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;63.89;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;63.37;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;63.2;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;63.16;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;63.1;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;63.06;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;62.89;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;63.06;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;62.98;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;62.81;156;15;San Juan Bautista;Ciudad Lineal
2005;Anual;69.07;52;5;Prosperidad;Chamartín
2006;Anual;68.7;52;5;Prosperidad;Chamartín
2007;Anual;68.8;52;5;Prosperidad;Chamartín
2008;Anual;68.68;52;5;Prosperidad;Chamartín
2009;Anual;68.65;52;5;Prosperidad;Chamartín
2010;Anual;68.18;52;5;Prosperidad;Chamartín
2011;Anual;67.51;52;5;Prosperidad;Chamartín
2012;Anual;67.15;52;5;Prosperidad;Chamartín
2013;Anual;66.74;52;5;Prosperidad;Chamartín
2014;Anual;65.96;52;5;Prosperidad;Chamartín
2015;Anual;65.27;52;5;Prosperidad;Chamartín
2016;Anual;64.78;52;5;Prosperidad;Chamartín
2017;Anual;64.24;52;5;Prosperidad;Chamartín
2018;Anual;63.91;52;5;Prosperidad;Chamartín
2019;Anual;63.82;52;5;Prosperidad;Chamartín
2020;Anual;63.68;52;5;Prosperidad;Chamartín
2021;Anual;63.35;52;5;Prosperidad;Chamartín
2022;Anual;63.06;52;5;Prosperidad;Chamartín
2005;Anual;66.78;53;5;Ciudad Jardín;Chamartín
2006;Anual;66.91;53;5;Ciudad Jardín;Chamartín
2007;Anual;67.73;53;5;Ciudad Jardín;Chamartín
2008;Anual;67.63;53;5;Ciudad Jardín;Chamartín
2009;Anual;67.16;53;5;Ciudad Jardín;Chamartín
2010;Anual;67.02;53;5;Ciudad Jardín;Chamartín
2011;Anual;66.77;53;5;Ciudad Jardín;Chamartín
2012;Anual;66.45;53;5;Ciudad Jardín;Chamartín
2013;Anual;65.93;53;5;Ciudad Jardín;Chamartín
2014;Anual;65.47;53;5;Ciudad Jardín;Chamartín
2015;Anual;64.69;53;5;Ciudad Jardín;Chamartín
2016;Anual;64.56;53;5;Ciudad Jardín;Chamartín
2017;Anual;64.35;53;5;Ciudad Jardín;Chamartín
2018;Anual;64.5;53;5;Ciudad Jardín;Chamartín
2019;Anual;64.59;53;5;Ciudad Jardín;Chamartín
2020;Anual;64.58;53;5;Ciudad Jardín;Chamartín
2021;Anual;64.35;53;5;Ciudad Jardín;Chamartín
2022;Anual;64.15;53;5;Ciudad Jardín;Chamartín
2005;Anual;65.77;51;5;El Viso;Chamartín
2006;Anual;65.62;51;5;El Viso;Chamartín
2007;Anual;65.77;51;5;El Viso;Chamartín
2008;Anual;65.86;51;5;El Viso;Chamartín
2009;Anual;65.73;51;5;El Viso;Chamartín
2010;Anual;65.75;51;5;El Viso;Chamartín
2011;Anual;65.53;51;5;El Viso;Chamartín
2012;Anual;65.4;51;5;El Viso;Chamartín
2013;Anual;65.12;51;5;El Viso;Chamartín
2014;Anual;65.06;51;5;El Viso;Chamartín
2015;Anual;64.81;51;5;El Viso;Chamartín
2016;Anual;64.54;51;5;El Viso;Chamartín
2017;Anual;64.21;51;5;El Viso;Chamartín
2018;Anual;64.2;51;5;El Viso;Chamartín
2019;Anual;64.17;51;5;El Viso;Chamartín
2020;Anual;64.21;51;5;El Viso;Chamartín
2021;Anual;64.41;51;5;El Viso;Chamartín
2022;Anual;64.21;51;5;El Viso;Chamartín
2005;Anual;63.84;91;9;Casa de Campo;Moncloa - Aravaca
2006;Anual;64.07;91;9;Casa de Campo;Moncloa - Aravaca
2007;Anual;63.26;91;9;Casa de Campo;Moncloa - Aravaca
2008;Anual;62.53;91;9;Casa de Campo;Moncloa - Aravaca
2009;Anual;62.84;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;62.98;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;63.45;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;62.77;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;62.86;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;62.57;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;63.83;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;64.29;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;64.42;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;64.8;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;64.86;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;65.12;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;65.53;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;64.6;91;9;Casa de Campo;Moncloa - Aravaca
2005;Anual;63.47;206;20;Rejas;San Blas - Canillejas
2006;Anual;65.56;206;20;Rejas;San Blas - Canillejas
2007;Anual;66.51;206;20;Rejas;San Blas - Canillejas
2008;Anual;68.16;206;20;Rejas;San Blas - Canillejas
2009;Anual;68.47;206;20;Rejas;San Blas - Canillejas
2010;Anual;68.31;206;20;Rejas;San Blas - Canillejas
2011;Anual;68.5;206;20;Rejas;San Blas - Canillejas
2012;Anual;68.41;206;20;Rejas;San Blas - Canillejas
2013;Anual;67.93;206;20;Rejas;San Blas - Canillejas
2014;Anual;67.67;206;20;Rejas;San Blas - Canillejas
2015;Anual;67.08;206;20;Rejas;San Blas - Canillejas
2016;Anual;67.11;206;20;Rejas;San Blas - Canillejas
2017;Anual;67.59;206;20;Rejas;San Blas - Canillejas
2018;Anual;67.98;206;20;Rejas;San Blas - Canillejas
2019;Anual;68.47;206;20;Rejas;San Blas - Canillejas
2020;Anual;68.94;206;20;Rejas;San Blas - Canillejas
2021;Anual;69.26;206;20;Rejas;San Blas - Canillejas
2022;Anual;69.6;206;20;Rejas;San Blas - Canillejas
2005;Anual;66.6;208;20;El Salvador;San Blas - Canillejas
2006;Anual;66.46;208;20;El Salvador;San Blas - Canillejas
2007;Anual;66.34;208;20;El Salvador;San Blas - Canillejas
2008;Anual;66.65;208;20;El Salvador;San Blas - Canillejas
2009;Anual;66.93;208;20;El Salvador;San Blas - Canillejas
2010;Anual;67.3;208;20;El Salvador;San Blas - Canillejas
2011;Anual;67.31;208;20;El Salvador;San Blas - Canillejas
2012;Anual;67.25;208;20;El Salvador;San Blas - Canillejas
2013;Anual;67.38;208;20;El Salvador;San Blas - Canillejas
2014;Anual;67.38;208;20;El Salvador;San Blas - Canillejas
2015;Anual;67.33;208;20;El Salvador;San Blas - Canillejas
2016;Anual;67.45;208;20;El Salvador;San Blas - Canillejas
2017;Anual;67.3;208;20;El Salvador;San Blas - Canillejas
2018;Anual;67.55;208;20;El Salvador;San Blas - Canillejas
2019;Anual;67.48;208;20;El Salvador;San Blas - Canillejas
2020;Anual;67.45;208;20;El Salvador;San Blas - Canillejas
2021;Anual;67.47;208;20;El Salvador;San Blas - Canillejas
2022;Anual;66.71;208;20;El Salvador;San Blas - Canillejas
2005;Anual;71.69;205;20;Rosas;San Blas - Canillejas
2006;Anual;70.63;205;20;Rosas;San Blas - Canillejas
2007;Anual;69.62;205;20;Rosas;San Blas - Canillejas
2008;Anual;69.17;205;20;Rosas;San Blas - Canillejas
2009;Anual;68.67;205;20;Rosas;San Blas - Canillejas
2010;Anual;67.97;205;20;Rosas;San Blas - Canillejas
2011;Anual;67.55;205;20;Rosas;San Blas - Canillejas
2012;Anual;67.19;205;20;Rosas;San Blas - Canillejas
2013;Anual;66.88;205;20;Rosas;San Blas - Canillejas
2014;Anual;66.43;205;20;Rosas;San Blas - Canillejas
2015;Anual;66.58;205;20;Rosas;San Blas - Canillejas
2016;Anual;66.64;205;20;Rosas;San Blas - Canillejas
2017;Anual;67.19;205;20;Rosas;San Blas - Canillejas
2018;Anual;67.89;205;20;Rosas;San Blas - Canillejas
2019;Anual;68.84;205;20;Rosas;San Blas - Canillejas
2020;Anual;69.68;205;20;Rosas;San Blas - Canillejas
2021;Anual;70.45;205;20;Rosas;San Blas - Canillejas
2022;Anual;71.04;205;20;Rosas;San Blas - Canillejas
2005;Anual;69.56;207;20;Canillejas;San Blas - Canillejas
2006;Anual;69.51;207;20;Canillejas;San Blas - Canillejas
2007;Anual;69.02;207;20;Canillejas;San Blas - Canillejas
2008;Anual;68.91;207;20;Canillejas;San Blas - Canillejas
2009;Anual;68.65;207;20;Canillejas;San Blas - Canillejas
2010;Anual;67.82;207;20;Canillejas;San Blas - Canillejas
2011;Anual;67.16;207;20;Canillejas;San Blas - Canillejas
2012;Anual;66.5;207;20;Canillejas;San Blas - Canillejas
2013;Anual;66.05;207;20;Canillejas;San Blas - Canillejas
2014;Anual;65.19;207;20;Canillejas;San Blas - Canillejas
2015;Anual;64.77;207;20;Canillejas;San Blas - Canillejas
2016;Anual;64.27;207;20;Canillejas;San Blas - Canillejas
2017;Anual;64.16;207;20;Canillejas;San Blas - Canillejas
2018;Anual;64.01;207;20;Canillejas;San Blas - Canillejas
2019;Anual;63.88;207;20;Canillejas;San Blas - Canillejas
2020;Anual;64.24;207;20;Canillejas;San Blas - Canillejas
2021;Anual;64.37;207;20;Canillejas;San Blas - Canillejas
2022;Anual;63.99;207;20;Canillejas;San Blas - Canillejas
2005;Anual;67.99;155;15;San Pascual;Ciudad Lineal
2006;Anual;67.28;155;15;San Pascual;Ciudad Lineal
2007;Anual;66.7;155;15;San Pascual;Ciudad Lineal
2008;Anual;66.78;155;15;San Pascual;Ciudad Lineal
2009;Anual;66.51;155;15;San Pascual;Ciudad Lineal
2010;Anual;66.24;155;15;San Pascual;Ciudad Lineal
2011;Anual;65.77;155;15;San Pascual;Ciudad Lineal
2012;Anual;65.03;155;15;San Pascual;Ciudad Lineal
2013;Anual;63.92;155;15;San Pascual;Ciudad Lineal
2014;Anual;63.08;155;15;San Pascual;Ciudad Lineal
2015;Anual;62.52;155;15;San Pascual;Ciudad Lineal
2016;Anual;62.04;155;15;San Pascual;Ciudad Lineal
2017;Anual;61.76;155;15;San Pascual;Ciudad Lineal
2018;Anual;61.51;155;15;San Pascual;Ciudad Lineal
2019;Anual;61.25;155;15;San Pascual;Ciudad Lineal
2020;Anual;61.01;155;15;San Pascual;Ciudad Lineal
2021;Anual;60.9;155;15;San Pascual;Ciudad Lineal
2022;Anual;60.41;155;15;San Pascual;Ciudad Lineal
2005;Anual;64.65;76;7;Vallehermoso;Chamberí
2006;Anual;64.43;76;7;Vallehermoso;Chamberí
2007;Anual;63.68;76;7;Vallehermoso;Chamberí
2008;Anual;63.3;76;7;Vallehermoso;Chamberí
2009;Anual;62.66;76;7;Vallehermoso;Chamberí
2010;Anual;62.31;76;7;Vallehermoso;Chamberí
2011;Anual;61.73;76;7;Vallehermoso;Chamberí
2012;Anual;61.36;76;7;Vallehermoso;Chamberí
2013;Anual;61.23;76;7;Vallehermoso;Chamberí
2014;Anual;60.84;76;7;Vallehermoso;Chamberí
2015;Anual;60.55;76;7;Vallehermoso;Chamberí
2016;Anual;60.48;76;7;Vallehermoso;Chamberí
2017;Anual;60.31;76;7;Vallehermoso;Chamberí
2018;Anual;60.47;76;7;Vallehermoso;Chamberí
2019;Anual;60.72;76;7;Vallehermoso;Chamberí
2020;Anual;61.06;76;7;Vallehermoso;Chamberí
2021;Anual;61.12;76;7;Vallehermoso;Chamberí
2022;Anual;60.95;76;7;Vallehermoso;Chamberí
2005;Anual;67.14;75;7;Ríos Rosas;Chamberí
2006;Anual;67.16;75;7;Ríos Rosas;Chamberí
2007;Anual;66.9;75;7;Ríos Rosas;Chamberí
2008;Anual;67.11;75;7;Ríos Rosas;Chamberí
2009;Anual;67.09;75;7;Ríos Rosas;Chamberí
2010;Anual;66.97;75;7;Ríos Rosas;Chamberí
2011;Anual;66.7;75;7;Ríos Rosas;Chamberí
2012;Anual;66.23;75;7;Ríos Rosas;Chamberí
2013;Anual;65.91;75;7;Ríos Rosas;Chamberí
2014;Anual;65.35;75;7;Ríos Rosas;Chamberí
2015;Anual;65.08;75;7;Ríos Rosas;Chamberí
2016;Anual;65.14;75;7;Ríos Rosas;Chamberí
2017;Anual;65.01;75;7;Ríos Rosas;Chamberí
2018;Anual;65.02;75;7;Ríos Rosas;Chamberí
2019;Anual;65.16;75;7;Ríos Rosas;Chamberí
2020;Anual;65.31;75;7;Ríos Rosas;Chamberí
2021;Anual;65.02;75;7;Ríos Rosas;Chamberí
2022;Anual;64.99;75;7;Ríos Rosas;Chamberí
2005;Anual;63.28;154;15;La Concepción;Ciudad Lineal
2006;Anual;63.02;154;15;La Concepción;Ciudad Lineal
2007;Anual;62.96;154;15;La Concepción;Ciudad Lineal
2008;Anual;63.33;154;15;La Concepción;Ciudad Lineal
