Anio;Periodo;DatoAutonomo;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2014;Anual;698;127;12;Pradolongo;Usera
2015;Anual;731;127;12;Pradolongo;Usera
2016;Anual;738;127;12;Pradolongo;Usera
2017;Anual;774;127;12;Pradolongo;Usera
2018;Anual;719;127;12;Pradolongo;Usera
2019;Anual;846;127;12;Pradolongo;Usera
2020;Anual;887;127;12;Pradolongo;Usera
2021;Anual;833;127;12;Pradolongo;Usera
2022;Anual;842;127;12;Pradolongo;Usera
2010;Anual;374;126;12;Zofío;Usera
2011;Anual;374;126;12;Zofío;Usera
2012;Anual;327;126;12;Zofío;Usera
2013;Anual;333;126;12;Zofío;Usera
2014;Anual;344;126;12;Zofío;Usera
2015;Anual;394;126;12;Zofío;Usera
2016;Anual;404;126;12;Zofío;Usera
2017;Anual;430;126;12;Zofío;Usera
2018;Anual;362;126;12;Zofío;Usera
2019;Anual;484;126;12;Zofío;Usera
2020;Anual;522;126;12;Zofío;Usera
2021;Anual;479;126;12;Zofío;Usera
2022;Anual;454;126;12;Zofío;Usera
2010;Anual;231;122;12;Orcasur;Usera
2011;Anual;236;122;12;Orcasur;Usera
2012;Anual;211;122;12;Orcasur;Usera
2013;Anual;205;122;12;Orcasur;Usera
2014;Anual;201;122;12;Orcasur;Usera
2015;Anual;223;122;12;Orcasur;Usera
2016;Anual;245;122;12;Orcasur;Usera
2017;Anual;267;122;12;Orcasur;Usera
2018;Anual;219;122;12;Orcasur;Usera
2019;Anual;308;122;12;Orcasur;Usera
2020;Anual;337;122;12;Orcasur;Usera
2021;Anual;326;122;12;Orcasur;Usera
2022;Anual;324;122;12;Orcasur;Usera
2010;Anual;1434;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;1497;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;1407;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;1534;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;1785;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;1883;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;1981;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;2224;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;1316;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;1632;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;1672;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;1644;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;1592;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;423;123;12;San Fermín;Usera
2011;Anual;438;123;12;San Fermín;Usera
2012;Anual;398;123;12;San Fermín;Usera
2013;Anual;396;123;12;San Fermín;Usera
2014;Anual;420;123;12;San Fermín;Usera
2015;Anual;449;123;12;San Fermín;Usera
2016;Anual;499;123;12;San Fermín;Usera
2017;Anual;535;123;12;San Fermín;Usera
2018;Anual;396;123;12;San Fermín;Usera
2019;Anual;675;123;12;San Fermín;Usera
2020;Anual;727;123;12;San Fermín;Usera
2021;Anual;698;123;12;San Fermín;Usera
2022;Anual;711;123;12;San Fermín;Usera
2010;Anual;40;106;10;Cuatro Vientos;Latina
2011;Anual;46;106;10;Cuatro Vientos;Latina
2012;Anual;48;106;10;Cuatro Vientos;Latina
2013;Anual;62;106;10;Cuatro Vientos;Latina
2014;Anual;79;106;10;Cuatro Vientos;Latina
2015;Anual;99;106;10;Cuatro Vientos;Latina
2016;Anual;122;106;10;Cuatro Vientos;Latina
2017;Anual;127;106;10;Cuatro Vientos;Latina
2018;Anual;100;106;10;Cuatro Vientos;Latina
2019;Anual;159;106;10;Cuatro Vientos;Latina
2020;Anual;172;106;10;Cuatro Vientos;Latina
2021;Anual;155;106;10;Cuatro Vientos;Latina
2022;Anual;152;106;10;Cuatro Vientos;Latina
2010;Anual;1152;116;11;Buenavista;Carabanchel
2011;Anual;1206;116;11;Buenavista;Carabanchel
2012;Anual;1092;116;11;Buenavista;Carabanchel
2013;Anual;1140;116;11;Buenavista;Carabanchel
2014;Anual;1323;116;11;Buenavista;Carabanchel
2015;Anual;1396;116;11;Buenavista;Carabanchel
2016;Anual;1457;116;11;Buenavista;Carabanchel
2017;Anual;1572;116;11;Buenavista;Carabanchel
2018;Anual;1128;116;11;Buenavista;Carabanchel
2019;Anual;1713;116;11;Buenavista;Carabanchel
2020;Anual;1807;116;11;Buenavista;Carabanchel
2021;Anual;1751;116;11;Buenavista;Carabanchel
2022;Anual;1703;116;11;Buenavista;Carabanchel
2017;Anual;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;423;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;1078;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;1282;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;1282;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;1252;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;340;121;12;Orcasitas;Usera
2011;Anual;362;121;12;Orcasitas;Usera
2012;Anual;327;121;12;Orcasitas;Usera
2013;Anual;344;121;12;Orcasitas;Usera
2014;Anual;375;121;12;Orcasitas;Usera
2015;Anual;406;121;12;Orcasitas;Usera
2016;Anual;415;121;12;Orcasitas;Usera
2017;Anual;437;121;12;Orcasitas;Usera
2018;Anual;412;121;12;Orcasitas;Usera
2019;Anual;527;121;12;Orcasitas;Usera
2020;Anual;579;121;12;Orcasitas;Usera
2021;Anual;563;121;12;Orcasitas;Usera
2022;Anual;549;121;12;Orcasitas;Usera
2010;Anual;1714;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;1729;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;1540;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;1611;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;1737;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;1648;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;1663;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;1813;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;1537;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;2010;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;2097;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;2045;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;2071;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;822;174;17;Los Rosales;Villaverde
2011;Anual;851;174;17;Los Rosales;Villaverde
2012;Anual;705;174;17;Los Rosales;Villaverde
2013;Anual;727;174;17;Los Rosales;Villaverde
2014;Anual;819;174;17;Los Rosales;Villaverde
2015;Anual;879;174;17;Los Rosales;Villaverde
2016;Anual;891;174;17;Los Rosales;Villaverde
2017;Anual;928;174;17;Los Rosales;Villaverde
2018;Anual;797;174;17;Los Rosales;Villaverde
2019;Anual;1114;174;17;Los Rosales;Villaverde
2020;Anual;1195;174;17;Los Rosales;Villaverde
2021;Anual;1137;174;17;Los Rosales;Villaverde
2022;Anual;1130;174;17;Los Rosales;Villaverde
2010;Anual;705;175;17;Ángeles;Villaverde
2011;Anual;697;175;17;Ángeles;Villaverde
2012;Anual;595;175;17;Ángeles;Villaverde
2013;Anual;622;175;17;Ángeles;Villaverde
2014;Anual;672;175;17;Ángeles;Villaverde
2015;Anual;800;175;17;Ángeles;Villaverde
2016;Anual;841;175;17;Ángeles;Villaverde
2017;Anual;1024;175;17;Ángeles;Villaverde
2018;Anual;837;175;17;Ángeles;Villaverde
2019;Anual;1164;175;17;Ángeles;Villaverde
2020;Anual;1220;175;17;Ángeles;Villaverde
2021;Anual;1235;175;17;Ángeles;Villaverde
2022;Anual;1228;175;17;Ángeles;Villaverde
2010;Anual;255;173;17;Butarque;Villaverde
2011;Anual;263;173;17;Butarque;Villaverde
2012;Anual;241;173;17;Butarque;Villaverde
2013;Anual;253;173;17;Butarque;Villaverde
2014;Anual;282;173;17;Butarque;Villaverde
2015;Anual;285;173;17;Butarque;Villaverde
2016;Anual;328;173;17;Butarque;Villaverde
2017;Anual;365;173;17;Butarque;Villaverde
2018;Anual;227;173;17;Butarque;Villaverde
2019;Anual;464;173;17;Butarque;Villaverde
2020;Anual;514;173;17;Butarque;Villaverde
2021;Anual;495;173;17;Butarque;Villaverde
2022;Anual;514;173;17;Butarque;Villaverde
2010;Anual;156;172;17;San Cristóbal;Villaverde
2011;Anual;165;172;17;San Cristóbal;Villaverde
2012;Anual;144;172;17;San Cristóbal;Villaverde
2013;Anual;146;172;17;San Cristóbal;Villaverde
2014;Anual;158;172;17;San Cristóbal;Villaverde
2015;Anual;161;172;17;San Cristóbal;Villaverde
2016;Anual;177;172;17;San Cristóbal;Villaverde
2017;Anual;230;172;17;San Cristóbal;Villaverde
2018;Anual;337;172;17;San Cristóbal;Villaverde
2019;Anual;285;172;17;San Cristóbal;Villaverde
2020;Anual;320;172;17;San Cristóbal;Villaverde
2021;Anual;302;172;17;San Cristóbal;Villaverde
2022;Anual;283;172;17;San Cristóbal;Villaverde
