Anio;Periodo;DatoAutonomo;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2010;Anual;2655;62;6;Cuatro Caminos;Tetuán
2011;Anual;2774;62;6;Cuatro Caminos;Tetuán
2012;Anual;2409;62;6;Cuatro Caminos;Tetuán
2013;Anual;2451;62;6;Cuatro Caminos;Tetuán
2014;Anual;2704;62;6;Cuatro Caminos;Tetuán
2015;Anual;2778;62;6;Cuatro Caminos;Tetuán
2016;Anual;2707;62;6;Cuatro Caminos;Tetuán
2017;Anual;2962;62;6;Cuatro Caminos;Tetuán
2018;Anual;2260;62;6;Cuatro Caminos;Tetuán
2019;Anual;3171;62;6;Cuatro Caminos;Tetuán
2020;Anual;3224;62;6;Cuatro Caminos;Tetuán
2021;Anual;3088;62;6;Cuatro Caminos;Tetuán
2022;Anual;3069;62;6;Cuatro Caminos;Tetuán
2010;Anual;665;156;15;San Juan Bautista;Ciudad Lineal
2011;Anual;646;156;15;San Juan Bautista;Ciudad Lineal
2012;Anual;591;156;15;San Juan Bautista;Ciudad Lineal
2013;Anual;615;156;15;San Juan Bautista;Ciudad Lineal
2014;Anual;683;156;15;San Juan Bautista;Ciudad Lineal
2015;Anual;689;156;15;San Juan Bautista;Ciudad Lineal
2016;Anual;689;156;15;San Juan Bautista;Ciudad Lineal
2017;Anual;748;156;15;San Juan Bautista;Ciudad Lineal
2018;Anual;496;156;15;San Juan Bautista;Ciudad Lineal
2019;Anual;787;156;15;San Juan Bautista;Ciudad Lineal
2020;Anual;810;156;15;San Juan Bautista;Ciudad Lineal
2021;Anual;762;156;15;San Juan Bautista;Ciudad Lineal
2022;Anual;735;156;15;San Juan Bautista;Ciudad Lineal
2010;Anual;1949;52;5;Prosperidad;Chamartín
2011;Anual;1941;52;5;Prosperidad;Chamartín
2012;Anual;1731;52;5;Prosperidad;Chamartín
2013;Anual;1754;52;5;Prosperidad;Chamartín
2014;Anual;1897;52;5;Prosperidad;Chamartín
2015;Anual;1937;52;5;Prosperidad;Chamartín
2016;Anual;1888;52;5;Prosperidad;Chamartín
2017;Anual;2021;52;5;Prosperidad;Chamartín
2018;Anual;1528;52;5;Prosperidad;Chamartín
2019;Anual;2188;52;5;Prosperidad;Chamartín
2020;Anual;2242;52;5;Prosperidad;Chamartín
2021;Anual;2227;52;5;Prosperidad;Chamartín
2022;Anual;2170;52;5;Prosperidad;Chamartín
2010;Anual;1174;53;5;Ciudad Jardín;Chamartín
2011;Anual;1201;53;5;Ciudad Jardín;Chamartín
2012;Anual;1066;53;5;Ciudad Jardín;Chamartín
2013;Anual;1122;53;5;Ciudad Jardín;Chamartín
2014;Anual;1227;53;5;Ciudad Jardín;Chamartín
2015;Anual;1225;53;5;Ciudad Jardín;Chamartín
2016;Anual;1197;53;5;Ciudad Jardín;Chamartín
2017;Anual;1275;53;5;Ciudad Jardín;Chamartín
2018;Anual;1118;53;5;Ciudad Jardín;Chamartín
2019;Anual;1420;53;5;Ciudad Jardín;Chamartín
2020;Anual;1465;53;5;Ciudad Jardín;Chamartín
2021;Anual;1402;53;5;Ciudad Jardín;Chamartín
2022;Anual;1397;53;5;Ciudad Jardín;Chamartín
2010;Anual;1606;51;5;El Viso;Chamartín
2011;Anual;1571;51;5;El Viso;Chamartín
2012;Anual;1366;51;5;El Viso;Chamartín
2013;Anual;1417;51;5;El Viso;Chamartín
2014;Anual;1566;51;5;El Viso;Chamartín
2015;Anual;1575;51;5;El Viso;Chamartín
2016;Anual;1587;51;5;El Viso;Chamartín
2017;Anual;1704;51;5;El Viso;Chamartín
2018;Anual;1487;51;5;El Viso;Chamartín
2019;Anual;1906;51;5;El Viso;Chamartín
2020;Anual;1961;51;5;El Viso;Chamartín
2021;Anual;1925;51;5;El Viso;Chamartín
2022;Anual;1938;51;5;El Viso;Chamartín
2010;Anual;414;91;9;Casa de Campo;Moncloa - Aravaca
2011;Anual;418;91;9;Casa de Campo;Moncloa - Aravaca
2012;Anual;383;91;9;Casa de Campo;Moncloa - Aravaca
2013;Anual;389;91;9;Casa de Campo;Moncloa - Aravaca
2014;Anual;451;91;9;Casa de Campo;Moncloa - Aravaca
2015;Anual;498;91;9;Casa de Campo;Moncloa - Aravaca
2016;Anual;525;91;9;Casa de Campo;Moncloa - Aravaca
2017;Anual;550;91;9;Casa de Campo;Moncloa - Aravaca
2018;Anual;475;91;9;Casa de Campo;Moncloa - Aravaca
2019;Anual;648;91;9;Casa de Campo;Moncloa - Aravaca
2020;Anual;664;91;9;Casa de Campo;Moncloa - Aravaca
2021;Anual;642;91;9;Casa de Campo;Moncloa - Aravaca
2022;Anual;632;91;9;Casa de Campo;Moncloa - Aravaca
2010;Anual;407;206;20;Rejas;San Blas - Canillejas
2011;Anual;426;206;20;Rejas;San Blas - Canillejas
2012;Anual;359;206;20;Rejas;San Blas - Canillejas
2013;Anual;374;206;20;Rejas;San Blas - Canillejas
2014;Anual;477;206;20;Rejas;San Blas - Canillejas
2015;Anual;539;206;20;Rejas;San Blas - Canillejas
2016;Anual;572;206;20;Rejas;San Blas - Canillejas
2017;Anual;619;206;20;Rejas;San Blas - Canillejas
2018;Anual;527;206;20;Rejas;San Blas - Canillejas
2019;Anual;771;206;20;Rejas;San Blas - Canillejas
2020;Anual;875;206;20;Rejas;San Blas - Canillejas
2021;Anual;861;206;20;Rejas;San Blas - Canillejas
2022;Anual;842;206;20;Rejas;San Blas - Canillejas
2010;Anual;368;208;20;El Salvador;San Blas - Canillejas
2011;Anual;378;208;20;El Salvador;San Blas - Canillejas
2012;Anual;357;208;20;El Salvador;San Blas - Canillejas
2013;Anual;375;208;20;El Salvador;San Blas - Canillejas
2014;Anual;415;208;20;El Salvador;San Blas - Canillejas
2015;Anual;432;208;20;El Salvador;San Blas - Canillejas
2016;Anual;435;208;20;El Salvador;San Blas - Canillejas
2017;Anual;456;208;20;El Salvador;San Blas - Canillejas
2018;Anual;417;208;20;El Salvador;San Blas - Canillejas
2019;Anual;528;208;20;El Salvador;San Blas - Canillejas
2020;Anual;549;208;20;El Salvador;San Blas - Canillejas
2021;Anual;539;208;20;El Salvador;San Blas - Canillejas
2022;Anual;531;208;20;El Salvador;San Blas - Canillejas
2010;Anual;857;205;20;Rosas;San Blas - Canillejas
2011;Anual;888;205;20;Rosas;San Blas - Canillejas
2012;Anual;783;205;20;Rosas;San Blas - Canillejas
2013;Anual;859;205;20;Rosas;San Blas - Canillejas
2014;Anual;982;205;20;Rosas;San Blas - Canillejas
2015;Anual;1073;205;20;Rosas;San Blas - Canillejas
2016;Anual;1085;205;20;Rosas;San Blas - Canillejas
2017;Anual;1128;205;20;Rosas;San Blas - Canillejas
2018;Anual;817;205;20;Rosas;San Blas - Canillejas
2019;Anual;1228;205;20;Rosas;San Blas - Canillejas
2020;Anual;1264;205;20;Rosas;San Blas - Canillejas
2021;Anual;1181;205;20;Rosas;San Blas - Canillejas
2022;Anual;1181;205;20;Rosas;San Blas - Canillejas
2010;Anual;1097;207;20;Canillejas;San Blas - Canillejas
2011;Anual;1099;207;20;Canillejas;San Blas - Canillejas
2012;Anual;962;207;20;Canillejas;San Blas - Canillejas
2013;Anual;1001;207;20;Canillejas;San Blas - Canillejas
2014;Anual;1102;207;20;Canillejas;San Blas - Canillejas
2015;Anual;1161;207;20;Canillejas;San Blas - Canillejas
2016;Anual;1119;207;20;Canillejas;San Blas - Canillejas
2017;Anual;1187;207;20;Canillejas;San Blas - Canillejas
2018;Anual;830;207;20;Canillejas;San Blas - Canillejas
2019;Anual;1278;207;20;Canillejas;San Blas - Canillejas
2020;Anual;1362;207;20;Canillejas;San Blas - Canillejas
2021;Anual;1276;207;20;Canillejas;San Blas - Canillejas
2022;Anual;1238;207;20;Canillejas;San Blas - Canillejas
2010;Anual;725;155;15;San Pascual;Ciudad Lineal
2011;Anual;743;155;15;San Pascual;Ciudad Lineal
2012;Anual;676;155;15;San Pascual;Ciudad Lineal
2013;Anual;670;155;15;San Pascual;Ciudad Lineal
2014;Anual;713;155;15;San Pascual;Ciudad Lineal
2015;Anual;727;155;15;San Pascual;Ciudad Lineal
2016;Anual;737;155;15;San Pascual;Ciudad Lineal
2017;Anual;796;155;15;San Pascual;Ciudad Lineal
2018;Anual;630;155;15;San Pascual;Ciudad Lineal
2019;Anual;872;155;15;San Pascual;Ciudad Lineal
2020;Anual;879;155;15;San Pascual;Ciudad Lineal
2021;Anual;837;155;15;San Pascual;Ciudad Lineal
2022;Anual;844;155;15;San Pascual;Ciudad Lineal
2010;Anual;1001;76;7;Vallehermoso;Chamberí
2011;Anual;1014;76;7;Vallehermoso;Chamberí
2012;Anual;885;76;7;Vallehermoso;Chamberí
2013;Anual;906;76;7;Vallehermoso;Chamberí
2014;Anual;1028;76;7;Vallehermoso;Chamberí
2015;Anual;1039;76;7;Vallehermoso;Chamberí
2016;Anual;1043;76;7;Vallehermoso;Chamberí
2017;Anual;1124;76;7;Vallehermoso;Chamberí
2018;Anual;777;76;7;Vallehermoso;Chamberí
2019;Anual;1262;76;7;Vallehermoso;Chamberí
2020;Anual;1351;76;7;Vallehermoso;Chamberí
2021;Anual;1320;76;7;Vallehermoso;Chamberí
2022;Anual;1290;76;7;Vallehermoso;Chamberí
2010;Anual;1686;75;7;Ríos Rosas;Chamberí
2011;Anual;1689;75;7;Ríos Rosas;Chamberí
2012;Anual;1478;75;7;Ríos Rosas;Chamberí
2013;Anual;1551;75;7;Ríos Rosas;Chamberí
2014;Anual;1711;75;7;Ríos Rosas;Chamberí
2015;Anual;1773;75;7;Ríos Rosas;Chamberí
2016;Anual;1780;75;7;Ríos Rosas;Chamberí
2017;Anual;1934;75;7;Ríos Rosas;Chamberí
2018;Anual;1504;75;7;Ríos Rosas;Chamberí
2019;Anual;2145;75;7;Ríos Rosas;Chamberí
2020;Anual;2239;75;7;Ríos Rosas;Chamberí
2021;Anual;2162;75;7;Ríos Rosas;Chamberí
2022;Anual;2143;75;7;Ríos Rosas;Chamberí
2010;Anual;928;154;15;La Concepción;Ciudad Lineal
2011;Anual;981;154;15;La Concepción;Ciudad Lineal
2012;Anual;862;154;15;La Concepción;Ciudad Lineal
2013;Anual;904;154;15;La Concepción;Ciudad Lineal
2014;Anual;975;154;15;La Concepción;Ciudad Lineal
2015;Anual;1003;154;15;La Concepción;Ciudad Lineal
2016;Anual;1008;154;15;La Concepción;Ciudad Lineal
2017;Anual;1076;154;15;La Concepción;Ciudad Lineal
2018;Anual;1076;154;15;La Concepción;Ciudad Lineal
2019;Anual;1203;154;15;La Concepción;Ciudad Lineal
2020;Anual;1240;154;15;La Concepción;Ciudad Lineal
2021;Anual;1200;154;15;La Concepción;Ciudad Lineal
2022;Anual;1165;154;15;La Concepción;Ciudad Lineal
2010;Anual;1958;44;4;Guindalera;Salamanca
2011;Anual;1934;44;4;Guindalera;Salamanca
2012;Anual;1705;44;4;Guindalera;Salamanca
2013;Anual;1735;44;4;Guindalera;Salamanca
2014;Anual;1934;44;4;Guindalera;Salamanca
2015;Anual;2035;44;4;Guindalera;Salamanca
2016;Anual;2034;44;4;Guindalera;Salamanca
2017;Anual;2235;44;4;Guindalera;Salamanca
2018;Anual;1488;44;4;Guindalera;Salamanca
2019;Anual;2562;44;4;Guindalera;Salamanca
2020;Anual;2673;44;4;Guindalera;Salamanca
2021;Anual;2566;44;4;Guindalera;Salamanca
2022;Anual;2535;44;4;Guindalera;Salamanca
2010;Anual;1381;201;20;Simancas;San Blas - Canillejas
2011;Anual;1390;201;20;Simancas;San Blas - Canillejas
2012;Anual;1266;201;20;Simancas;San Blas - Canillejas
2013;Anual;1308;201;20;Simancas;San Blas - Canillejas
2014;Anual;1448;201;20;Simancas;San Blas - Canillejas
2015;Anual;1517;201;20;Simancas;San Blas - Canillejas
2016;Anual;1499;201;20;Simancas;San Blas - Canillejas
2017;Anual;1595;201;20;Simancas;San Blas - Canillejas
2018;Anual;1169;201;20;Simancas;San Blas - Canillejas
2019;Anual;1755;201;20;Simancas;San Blas - Canillejas
2020;Anual;1807;201;20;Simancas;San Blas - Canillejas
2021;Anual;1778;201;20;Simancas;San Blas - Canillejas
2022;Anual;1729;201;20;Simancas;San Blas - Canillejas
2010;Anual;1116;153;15;Quintana;Ciudad Lineal
2011;Anual;1143;153;15;Quintana;Ciudad Lineal
2012;Anual;1026;153;15;Quintana;Ciudad Lineal
2013;Anual;1092;153;15;Quintana;Ciudad Lineal
2014;Anual;1195;153;15;Quintana;Ciudad Lineal
2015;Anual;1229;153;15;Quintana;Ciudad Lineal
2016;Anual;1239;153;15;Quintana;Ciudad Lineal
2017;Anual;1346;153;15;Quintana;Ciudad Lineal
2018;Anual;1118;153;15;Quintana;Ciudad Lineal
2019;Anual;1461;153;15;Quintana;Ciudad Lineal
2020;Anual;1508;153;15;Quintana;Ciudad Lineal
2021;Anual;1417;153;15;Quintana;Ciudad Lineal
2022;Anual;1379;153;15;Quintana;Ciudad Lineal
2010;Anual;1347;71;7;Gaztambide;Chamberí
2011;Anual;1399;71;7;Gaztambide;Chamberí
2012;Anual;1224;71;7;Gaztambide;Chamberí
2013;Anual;1288;71;7;Gaztambide;Chamberí
2014;Anual;1429;71;7;Gaztambide;Chamberí
2015;Anual;1507;71;7;Gaztambide;Chamberí
2016;Anual;1498;71;7;Gaztambide;Chamberí
2017;Anual;1577;71;7;Gaztambide;Chamberí
2018;Anual;1195;71;7;Gaztambide;Chamberí
2019;Anual;1825;71;7;Gaztambide;Chamberí
2020;Anual;1919;71;7;Gaztambide;Chamberí
2021;Anual;1817;71;7;Gaztambide;Chamberí
2022;Anual;1815;71;7;Gaztambide;Chamberí
2010;Anual;1269;72;7;Arapiles;Chamberí
2011;Anual;1299;72;7;Arapiles;Chamberí
2012;Anual;1113;72;7;Arapiles;Chamberí
2013;Anual;1174;72;7;Arapiles;Chamberí
2014;Anual;1336;72;7;Arapiles;Chamberí
2015;Anual;1412;72;7;Arapiles;Chamberí
2016;Anual;1391;72;7;Arapiles;Chamberí
2017;Anual;1521;72;7;Arapiles;Chamberí
2018;Anual;1211;72;7;Arapiles;Chamberí
2019;Anual;1766;72;7;Arapiles;Chamberí
2020;Anual;1843;72;7;Arapiles;Chamberí
2021;Anual;1784;72;7;Arapiles;Chamberí
2022;Anual;1779;72;7;Arapiles;Chamberí
2010;Anual;1837;73;7;Trafalgar;Chamberí
2011;Anual;1882;73;7;Trafalgar;Chamberí
2012;Anual;1623;73;7;Trafalgar;Chamberí
2013;Anual;1669;73;7;Trafalgar;Chamberí
2014;Anual;1879;73;7;Trafalgar;Chamberí
2015;Anual;1966;73;7;Trafalgar;Chamberí
2016;Anual;1882;73;7;Trafalgar;Chamberí
2017;Anual;2137;73;7;Trafalgar;Chamberí
2018;Anual;1670;73;7;Trafalgar;Chamberí
2019;Anual;2293;73;7;Trafalgar;Chamberí
2020;Anual;2367;73;7;Trafalgar;Chamberí
2021;Anual;2244;73;7;Trafalgar;Chamberí
2022;Anual;2238;73;7;Trafalgar;Chamberí
2010;Anual;2308;74;7;Almagro;Chamberí
2011;Anual;2321;74;7;Almagro;Chamberí
2012;Anual;1945;74;7;Almagro;Chamberí
2013;Anual;2048;74;7;Almagro;Chamberí
2014;Anual;2306;74;7;Almagro;Chamberí
2015;Anual;2356;74;7;Almagro;Chamberí
2016;Anual;2236;74;7;Almagro;Chamberí
2017;Anual;2418;74;7;Almagro;Chamberí
2018;Anual;1849;74;7;Almagro;Chamberí
2019;Anual;2646;74;7;Almagro;Chamberí
2020;Anual;2658;74;7;Almagro;Chamberí
2021;Anual;2587;74;7;Almagro;Chamberí
2022;Anual;2583;74;7;Almagro;Chamberí
2010;Anual;1942;46;4;Castellana;Salamanca
2011;Anual;1974;46;4;Castellana;Salamanca
2012;Anual;1722;46;4;Castellana;Salamanca
2013;Anual;1750;46;4;Castellana;Salamanca
2014;Anual;1967;46;4;Castellana;Salamanca
2015;Anual;2020;46;4;Castellana;Salamanca
2016;Anual;1945;46;4;Castellana;Salamanca
2017;Anual;2150;46;4;Castellana;Salamanca
2018;Anual;1712;46;4;Castellana;Salamanca
2019;Anual;2300;46;4;Castellana;Salamanca
2020;Anual;2414;46;4;Castellana;Salamanca
2021;Anual;2347;46;4;Castellana;Salamanca
2022;Anual;2353;46;4;Castellana;Salamanca
2010;Anual;2290;152;15;Pueblo Nuevo;Ciudad Lineal
2011;Anual;2291;152;15;Pueblo Nuevo;Ciudad Lineal
2012;Anual;2020;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;2054;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;2285;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;2395;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;2413;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;2533;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;2243;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;2768;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;2929;152;15;Pueblo Nuevo;Ciudad Lineal
2021;Anual;2799;152;15;Pueblo Nuevo;Ciudad Lineal
2022;Anual;2708;152;15;Pueblo Nuevo;Ciudad Lineal
2010;Anual;1421;45;4;Lista;Salamanca
2011;Anual;1497;45;4;Lista;Salamanca
2012;Anual;1295;45;4;Lista;Salamanca
2013;Anual;1337;45;4;Lista;Salamanca
2014;Anual;1481;45;4;Lista;Salamanca
2015;Anual;1492;45;4;Lista;Salamanca
2016;Anual;1475;45;4;Lista;Salamanca
2017;Anual;1602;45;4;Lista;Salamanca
2018;Anual;1320;45;4;Lista;Salamanca
2019;Anual;1816;45;4;Lista;Salamanca
2020;Anual;1889;45;4;Lista;Salamanca
2021;Anual;1786;45;4;Lista;Salamanca
2022;Anual;1808;45;4;Lista;Salamanca
2010;Anual;1607;92;9;Argüelles;Moncloa - Aravaca
2011;Anual;1690;92;9;Argüelles;Moncloa - Aravaca
2012;Anual;1452;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;1527;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;1709;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;1792;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;1787;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;1948;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;1530;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;2095;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;2196;92;9;Argüelles;Moncloa - Aravaca
2021;Anual;2112;92;9;Argüelles;Moncloa - Aravaca
2022;Anual;2081;92;9;Argüelles;Moncloa - Aravaca
2010;Anual;152;202;20;Hellín;San Blas - Canillejas
2011;Anual;140;202;20;Hellín;San Blas - Canillejas
2012;Anual;121;202;20;Hellín;San Blas - Canillejas
2013;Anual;125;202;20;Hellín;San Blas - Canillejas
2014;Anual;145;202;20;Hellín;San Blas - Canillejas
2015;Anual;150;202;20;Hellín;San Blas - Canillejas
2016;Anual;151;202;20;Hellín;San Blas - Canillejas
2017;Anual;157;202;20;Hellín;San Blas - Canillejas
2018;Anual;116;202;20;Hellín;San Blas - Canillejas
2019;Anual;184;202;20;Hellín;San Blas - Canillejas
2020;Anual;203;202;20;Hellín;San Blas - Canillejas
2021;Anual;205;202;20;Hellín;San Blas - Canillejas
2022;Anual;201;202;20;Hellín;San Blas - Canillejas
2010;Anual;1661;151;15;Ventas;Ciudad Lineal
2011;Anual;1683;151;15;Ventas;Ciudad Lineal
2012;Anual;1498;151;15;Ventas;Ciudad Lineal
2013;Anual;1537;151;15;Ventas;Ciudad Lineal
2014;Anual;1643;151;15;Ventas;Ciudad Lineal
2015;Anual;1645;151;15;Ventas;Ciudad Lineal
2016;Anual;1721;151;15;Ventas;Ciudad Lineal
2017;Anual;1834;151;15;Ventas;Ciudad Lineal
2018;Anual;1636;151;15;Ventas;Ciudad Lineal
2019;Anual;2068;151;15;Ventas;Ciudad Lineal
2020;Anual;2136;151;15;Ventas;Ciudad Lineal
2021;Anual;2095;151;15;Ventas;Ciudad Lineal
2022;Anual;2010;151;15;Ventas;Ciudad Lineal
2010;Anual;939;43;4;Fuente del Berro;Salamanca
2011;Anual;963;43;4;Fuente del Berro;Salamanca
2012;Anual;832;43;4;Fuente del Berro;Salamanca
2013;Anual;881;43;4;Fuente del Berro;Salamanca
2014;Anual;991;43;4;Fuente del Berro;Salamanca
2015;Anual;1020;43;4;Fuente del Berro;Salamanca
2016;Anual;1004;43;4;Fuente del Berro;Salamanca
2017;Anual;1083;43;4;Fuente del Berro;Salamanca
2018;Anual;945;43;4;Fuente del Berro;Salamanca
2019;Anual;1214;43;4;Fuente del Berro;Salamanca
2020;Anual;1261;43;4;Fuente del Berro;Salamanca
2021;Anual;1211;43;4;Fuente del Berro;Salamanca
2022;Anual;1214;43;4;Fuente del Berro;Salamanca
2010;Anual;2629;15;1;Universidad;Centro
2011;Anual;2732;15;1;Universidad;Centro
2012;Anual;2272;15;1;Universidad;Centro
2013;Anual;2409;15;1;Universidad;Centro
2014;Anual;2775;15;1;Universidad;Centro
2015;Anual;2914;15;1;Universidad;Centro
2016;Anual;2888;15;1;Universidad;Centro
2017;Anual;3171;15;1;Universidad;Centro
2018;Anual;2417;15;1;Universidad;Centro
2019;Anual;3502;15;1;Universidad;Centro
2020;Anual;3631;15;1;Universidad;Centro
2021;Anual;3550;15;1;Universidad;Centro
2022;Anual;3552;15;1;Universidad;Centro
2010;Anual;2496;41;4;Recoletos;Salamanca
2011;Anual;2514;41;4;Recoletos;Salamanca
2012;Anual;2155;41;4;Recoletos;Salamanca
2013;Anual;2231;41;4;Recoletos;Salamanca
2014;Anual;2553;41;4;Recoletos;Salamanca
2015;Anual;2613;41;4;Recoletos;Salamanca
2016;Anual;2524;41;4;Recoletos;Salamanca
2017;Anual;2736;41;4;Recoletos;Salamanca
2018;Anual;2063;41;4;Recoletos;Salamanca
2019;Anual;2983;41;4;Recoletos;Salamanca
2020;Anual;3121;41;4;Recoletos;Salamanca
2021;Anual;3053;41;4;Recoletos;Salamanca
2022;Anual;3091;41;4;Recoletos;Salamanca
2010;Anual;2342;14;1;Justicia;Centro
2011;Anual;2376;14;1;Justicia;Centro
2012;Anual;1985;14;1;Justicia;Centro
2013;Anual;2052;14;1;Justicia;Centro
2014;Anual;2368;14;1;Justicia;Centro
2015;Anual;2448;14;1;Justicia;Centro
2016;Anual;2417;14;1;Justicia;Centro
2017;Anual;2622;14;1;Justicia;Centro
2018;Anual;1801;14;1;Justicia;Centro
2019;Anual;2766;14;1;Justicia;Centro
2020;Anual;2895;14;1;Justicia;Centro
2021;Anual;2759;14;1;Justicia;Centro
2022;Anual;2829;14;1;Justicia;Centro
2010;Anual;253;203;20;Amposta;San Blas - Canillejas
2011;Anual;219;203;20;Amposta;San Blas - Canillejas
2012;Anual;194;203;20;Amposta;San Blas - Canillejas
2013;Anual;193;203;20;Amposta;San Blas - Canillejas
2014;Anual;213;203;20;Amposta;San Blas - Canillejas
2015;Anual;210;203;20;Amposta;San Blas - Canillejas
2016;Anual;210;203;20;Amposta;San Blas - Canillejas
2017;Anual;217;203;20;Amposta;San Blas - Canillejas
2018;Anual;147;203;20;Amposta;San Blas - Canillejas
2019;Anual;230;203;20;Amposta;San Blas - Canillejas
2020;Anual;250;203;20;Amposta;San Blas - Canillejas
2021;Anual;244;203;20;Amposta;San Blas - Canillejas
2022;Anual;235;203;20;Amposta;San Blas - Canillejas
2010;Anual;2068;42;4;Goya;Salamanca
2011;Anual;2146;42;4;Goya;Salamanca
2012;Anual;1922;42;4;Goya;Salamanca
2013;Anual;2001;42;4;Goya;Salamanca
2014;Anual;2252;42;4;Goya;Salamanca
2015;Anual;2345;42;4;Goya;Salamanca
2016;Anual;2356;42;4;Goya;Salamanca
2017;Anual;2523;42;4;Goya;Salamanca
2018;Anual;1768;42;4;Goya;Salamanca
2019;Anual;2735;42;4;Goya;Salamanca
2020;Anual;2841;42;4;Goya;Salamanca
2021;Anual;2776;42;4;Goya;Salamanca
2022;Anual;2791;42;4;Goya;Salamanca
2010;Anual;444;204;20;Arcos;San Blas - Canillejas
2011;Anual;462;204;20;Arcos;San Blas - Canillejas
2012;Anual;409;204;20;Arcos;San Blas - Canillejas
2013;Anual;428;204;20;Arcos;San Blas - Canillejas
2014;Anual;488;204;20;Arcos;San Blas - Canillejas
2015;Anual;531;204;20;Arcos;San Blas - Canillejas
2016;Anual;550;204;20;Arcos;San Blas - Canillejas
2017;Anual;588;204;20;Arcos;San Blas - Canillejas
2018;Anual;489;204;20;Arcos;San Blas - Canillejas
2019;Anual;676;204;20;Arcos;San Blas - Canillejas
2020;Anual;715;204;20;Arcos;San Blas - Canillejas
2021;Anual;699;204;20;Arcos;San Blas - Canillejas
2022;Anual;653;204;20;Arcos;San Blas - Canillejas
2010;Anual;2018;11;1;Palacio;Centro
2011;Anual;1990;11;1;Palacio;Centro
2012;Anual;1664;11;1;Palacio;Centro
2013;Anual;1736;11;1;Palacio;Centro
2014;Anual;1937;11;1;Palacio;Centro
2015;Anual;2050;11;1;Palacio;Centro
2016;Anual;1991;11;1;Palacio;Centro
2017;Anual;2206;11;1;Palacio;Centro
2018;Anual;1599;11;1;Palacio;Centro
2019;Anual;2396;11;1;Palacio;Centro
2020;Anual;2487;11;1;Palacio;Centro
2021;Anual;2402;11;1;Palacio;Centro
2022;Anual;2367;11;1;Palacio;Centro
2010;Anual;1207;34;3;Ibiza;Retiro
2011;Anual;1339;34;3;Ibiza;Retiro
2012;Anual;1165;34;3;Ibiza;Retiro
2013;Anual;1248;34;3;Ibiza;Retiro
2014;Anual;1413;34;3;Ibiza;Retiro
2015;Anual;1446;34;3;Ibiza;Retiro
2016;Anual;1439;34;3;Ibiza;Retiro
2017;Anual;1525;34;3;Ibiza;Retiro
2018;Anual;1268;34;3;Ibiza;Retiro
2019;Anual;1688;34;3;Ibiza;Retiro
2020;Anual;1754;34;3;Ibiza;Retiro
2021;Anual;1685;34;3;Ibiza;Retiro
2022;Anual;1681;34;3;Ibiza;Retiro
2010;Anual;515;35;3;Los Jerónimos;Retiro
2011;Anual;498;35;3;Los Jerónimos;Retiro
2012;Anual;430;35;3;Los Jerónimos;Retiro
2013;Anual;446;35;3;Los Jerónimos;Retiro
2014;Anual;499;35;3;Los Jerónimos;Retiro
2015;Anual;531;35;3;Los Jerónimos;Retiro
2016;Anual;554;35;3;Los Jerónimos;Retiro
2017;Anual;618;35;3;Los Jerónimos;Retiro
2018;Anual;438;35;3;Los Jerónimos;Retiro
2019;Anual;699;35;3;Los Jerónimos;Retiro
2020;Anual;704;35;3;Los Jerónimos;Retiro
2021;Anual;682;35;3;Los Jerónimos;Retiro
2022;Anual;661;35;3;Los Jerónimos;Retiro
2010;Anual;777;33;3;Estrella;Retiro
2011;Anual;824;33;3;Estrella;Retiro
2012;Anual;731;33;3;Estrella;Retiro
2013;Anual;755;33;3;Estrella;Retiro
2014;Anual;787;33;3;Estrella;Retiro
2015;Anual;820;33;3;Estrella;Retiro
2016;Anual;803;33;3;Estrella;Retiro
2017;Anual;842;33;3;Estrella;Retiro
2018;Anual;786;33;3;Estrella;Retiro
2019;Anual;958;33;3;Estrella;Retiro
2020;Anual;993;33;3;Estrella;Retiro
2021;Anual;942;33;3;Estrella;Retiro
2022;Anual;950;33;3;Estrella;Retiro
2010;Anual;1718;16;1;Sol;Centro
2011;Anual;1681;16;1;Sol;Centro
2012;Anual;1449;16;1;Sol;Centro
2013;Anual;1509;16;1;Sol;Centro
2014;Anual;1677;16;1;Sol;Centro
2015;Anual;1715;16;1;Sol;Centro
2016;Anual;1682;16;1;Sol;Centro
2017;Anual;1787;16;1;Sol;Centro
2018;Anual;1285;16;1;Sol;Centro
