Mes;Precio m2;Variación mensual;Variación trimestral;Variación anual
Febrero 2014;7,9 €/m2;- 0,5 %;- 2,7 %;- 8,4 %
Enero 2014;8,0 €/m2;- 1,7 %;- 3,2 %;- 8,2 %
Diciembre 2013;8,1 €/m2;- 0,5 %;- 2,9 %;- 6,6 %
Noviembre 2013;8,1 €/m2;- 1,0 %;- 2,4 %;- 5,1 %
Octubre 2013;8,2 €/m2;- 1,4 %;- 2,9 %;- 4,6 %
Septiembre 2013;8,3 €/m2;0,0 %;- 2,3 %;- 4,5 %
Agosto 2013;8,3 €/m2;- 1,5 %;- 3,3 %;- 5,0 %
Julio 2013;8,5 €/m2;- 0,8 %;- 2,0 %;- 5,3 %
Junio 2013;8,5 €/m2;- 1,0 %;- 0,5 %;- 5,2 %
Mayo 2013;8,6 €/m2;- 0,3 %;- 0,2 %;- 5,4 %
Abril 2013;8,6 €/m2;+ 0,8 %;- 0,3 %;- 6,4 %
Marzo 2013;8,6 €/m2;- 0,7 %;- 1,1 %;- 7,1 %
Febrero 2013;8,6 €/m2;- 0,4 %;+ 0,7 %;- 6,5 %
Enero 2013;8,7 €/m2;0,0 %;+ 0,7 %;- 6,6 %
Diciembre 2012;8,7 €/m2;+ 1,1 %;- 0,7 %;- 5,4 %
Noviembre 2012;8,6 €/m2;- 0,4 %;- 2,3 %;- 7,2 %
Octubre 2012;8,6 €/m2;- 1,4 %;- 3,7 %;- 6,8 %
Septiembre 2012;8,7 €/m2;- 0,5 %;- 3,0 %;- 4,6 %
Agosto 2012;8,8 €/m2;- 1,8 %;- 3,7 %;- 4,8 %
Julio 2012;8,9 €/m2;- 0,6 %;- 3,1 %;- 3,2 %
Junio 2012;9,0 €/m2;- 1,2 %;- 2,5 %;- 0,2 %
Mayo 2012;9,1 €/m2;- 1,3 %;- 1,4 %;+ 1,0 %
Abril 2012;9,2 €/m2;0,0 %;- 0,6 %;+ 3,8 %
Marzo 2012;9,2 €/m2;- 0,1 %;+ 0,7 %;+ 2,6 %
Febrero 2012;9,2 €/m2;- 0,5 %;- 0,1 %;+ 3,9 %
Enero 2012;9,3 €/m2;+ 1,3 %;+ 0,5 %;n.d.
Diciembre 2011;9,2 €/m2;- 0,9 %;+ 0,1 %;n.d.
Noviembre 2011;9,2 €/m2;0,0 %;+ 0,3 %;n.d.
Octubre 2011;9,2 €/m2;+ 1,0 %;0,0 %;n.d.
Septiembre 2011;9,2 €/m2;- 0,8 %;+ 1,5 %;n.d.
Agosto 2011;9,2 €/m2;- 0,2 %;+ 2,2 %;n.d.
Julio 2011;9,2 €/m2;+ 2,4 %;+ 3,9 %;n.d.
Junio 2011;9,0 €/m2;0,0 %;+ 0,2 %;n.d.
Mayo 2011;9,0 €/m2;+ 1,5 %;+ 1,5 %;n.d.
Abril 2011;8,9 €/m2;- 1,2 %;n.d.;n.d.
Marzo 2011;9,0 €/m2;+ 1,2 %;n.d.;n.d.
Febrero 2011;8,9 €/m2;n.d.;n.d.;n.d
